"complete","scam","","rescue","","owner","gets","away","stay","away","","rescue","helping","dogs","putting","money","pockets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pizza","bland","well","chicken","salad","","part","night","zwas","kids","running","around","","kids","staff","allows","kids","climb","tables","","like","morons","guess","change","name","barro's","chuckie","cheese","back","dump","warned","","elsewhere","","","","","","","","","","","","","","","","","","","","","",""
"went","sunday","afternoon","terribly","busy","wait","hour","food","wait","worth","grilled","chicken","wrap","chicken","","","","terrible","rest","party's","food","average","","","bathroom","","someone","vomited","told","waitress","simply","replied","cleaning","","","recommend","","find","another","nice","place","water","plenty","madison","","","","","","","","","","",""
"called","every","","","days","never","answer","phone","decency","return","call","never","business","company","conducts","business","","deserve","star","deserve","business","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","suis","présenté","dans","","petit","resto","portugais","avec","l'envi","","goûter","leur","poulet","","charbon","","bois","mauvaise","surprise","","serveur","refusé","","servir","sous","prétexte","","","resto","ferme","","","","dimanche","pourtant","","suis","entré","","","","assez","ordinaire","comme","façon","","traiter","","client","","m'en","","","prochaine"
"fois","","j'aurais","envi","","manger","","poulet","portugais","","","suis","prêt","","réviser","","note","","m'en","laisse","","","compte","bien","","retourner","dans","quelques","semaine","dans","l'espoir","","être","mieux","reçu","verra","bien","","","","","","","","","","","","","","","","","",""
"","painting","estimate","whole","interior","house","estimate","","others","checked","saying","needed","","supplies","alone","estimated","take","","half","weeks","longer","estimates","received","bother","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"looking","good","food","","prices","beware","worst","breakfast","ever","three","tries","spare","details","trust","friends","goes","lunch","","forget","","bill","small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"horrible","customer","service","supposed","packages","delivered","said","delivered","receive","said","come","back","","","work","literally","spent","entire","afternoon","","","waiting","package","nasty","facility","nasty","mean","employees","even","","","","","leave","","literally","walked","leaving","","people","standing","looking","like","","packages","horrible","service","","","","","","","",""
"careful","recurring","upcoming","home","cleaning","account","","removing","profile","keep","coming","grrrrr","","informed","want","remove","recurring","home","cleaning","option","give","call","email","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"place","nothing","shit","hole","starting","host","denise","","","","literally","told","nicer","casinos","seriously","thousands","spent","place","","guys","sucks","","lost","good","customer","keep","punishing","away","good","people","keep","baggers","like","cheap","place","just","like","hostess","","","","","","","","","","","","","","","","",""
"months","","","","casa","grande","location","","sick","anything","","prior","going","called","","chris","told","even","wrote","corporate","","heard","thing","back","wasent","even","offered","money","back","just","told","hope","","well","hope","happen","anyone","else","","","","","","","","","","","","","","","","",""
"food","alright","better","cheaper","service","horrible","never","going","back","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"blizzards","made","pretty","sloppy","mixed","well","lady","window","said","peanuts","notice","neglected","","sign","menu","workers","also","need","wear","gloves","probably","going","back","","expensive","quality","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"terrible","","worth","time","vegas","worst","security","staff","works","rude","pushy","entitled","power","crazed","actually","wayyyyy","","physical","literally","elbowed","friend","stomach","standing","","unallowed","place","just","complete","unabashed","impolite","lame","dicks","music","sucked","sound","system","","good","tonal","quality","just","","loud","screw","marquee","spend","money","surrender","much","better","crowd","staff","","",""
"","back","home","chicago","great","","","area","terms","quality","food","quality","service","horrid","","vegas","hate","","","longer","rely","","good","bagel","breakfast","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"horrible","sushi","fresh","like","reviews","said","lobster","tail","horrible","taste","like","lobster","like","giant","schrimp","crab","legs","whatever","dessert","horrible","","spent","","bucks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"place","","fuck","locals","going","waiting","","minutes","drink","local","white","went","brother","served","white","buddy","came","came","served","right","away","knew","bartender","recommend","place","black","frequent","","enough","","local","","","","","","","","","","","","","","","","","","","","","","","",""
"want","pick","bunch","stuff","wait","","minutes","search","ebay","high","ebay","prices","give","just","shop","ebay","","collector","","fuse","","anymore","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"seriously","slow","takes","","weeks","forget","freaking","slow","place","","back","remember","","back","pack","change","clothes","want","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","place","sticky","menus","sticky","tables","","","food","","","decided","","impressed","chicken","salad","sandwich","anything","special","","steak","just","blah","just","much","menu","nothing","really","stood","","","server","nice","though","crappy","parking","skip","place","possible","honestly","worth","","","","","","","","","","","","",""
"terrible","service","","","","without","service","drinks","nothing","","expect","","anytime","soon","another","thing","told","","hold","give","second","guest","also","waiting","seemed","like","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"abhorrent","","","dinner","arriving","","hours","symphony","bartender","lisa","feigned","","","simple","requests","menus","drinks","food","terrible","priced","service","worse","food","entrees","took","","hours","arrive","ended","late","show","","place","","worst","","","","walk","away","","","","","","","","","","","","","","",""
"","half","dozen","times","breakfast","good","usually","came","lunch","server","basically","rushed","ignored","place","bill","younger","","delivered","food","pleasant","lunch","soggy","","greasy","fries","cold","stick","breakfast","seen","server","either","","","","","","","","","","","","","","","","","","","","","","","",""
"never","returning","picazzos","pizza","hair","mushrooms","tasted","slimy","service","even","worse","wish","better","food","live","close","seems","like","person","","service","maybe","need","look","reviews","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"worst","pizza","ever","never","pizza","","garlic","bread","frozen","wings","","easiest","thing","cook","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"reference","","review","","","accurate","however","","tamed","worth","visit","","","","behavior","staff","front","customers","horrible","manager","rude","store","cashiers","cold","food","incorrect","orders","waste","time","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","food","frozen","","food","","higher","paid","different","","food","stores","went","return","manager","gave","price","","instead","","","told","","mine","told","wanted","return","like","asked","rolled","eyes","punched","numbers","register","loudly","","rude","entire","time","mind","manager","never","recommend","place","anyone","","","","","","","","","",""
"place","","","","stars","went","lunch","","greeted","","","working","wait","forever","order","even","though","place","empty","random","selection","food","menu","wall","match","print","menu","overall","worth","","","","","","","","","","","","","","","","","","","","","","","","","",""
"good","food","good","service","overly","social","roaches","ruined","dining","","wife","leave","seeing","","also","lost","appetite","seeing","","","climbing","walls","across","floor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"awful","","customer","service","something","know","","","all.i","insurance","","","even","know","reason","there.the","","reader","working","","take","cash","","even","barely","able","","refuse","service","cash","","talked","","rude","change","","able","deal","people","","","","","","","","","","","","","","","",""
"love","jimmy","john's","","many","different","states","places","never","seen","","slow","life","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"give","","stars","took","","minutes","","","cars","drive","thru","","","even","busy","inside","","gave","black","","said","black","iced","coffee","hard","hear","","word","","syllable","","","nobody","working","location","capable","even","","","","","","","","","","","","","","","","","",""
"","think","","outside","","","cars","cheaper","case","mazda","","basically","owned","folks","family","therefor","","","whatever","want","","bought","","","","killer","price","","","buying","","service","plan","paying","","pricing","","","","courtesy","","","higher","priced","every","cost","","quotes","","","","","","",""
"abrasive","","doctor","ever","zero","people","skills","bedside","manner","speak","selected","based","areas","specialty","","turned","areas","interest","","since","switched","doctors","suggest","","carmona","keller","woman","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"loved","","","park","","place","","","taking","molten","lava","cake","","move","making","matters","worse","replacing","brownie","sunday","whatever","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","business","shut","business","line","week","","installed","","home","spent","week","trying","","problem","mean","time","business","line","make","living","promise","deliver","sick","","","cares","working","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"chicken","","salty","nothing","else","","beleive","people","give","place","five","stars","must","drunk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"terrible","rude","people","never","","ripped","dough","hard","cheese","tasted","terrible","skimpy","pepperoni","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"terrible","customer","service","","","rude","slow","service","dirty","","","","seem","care","taking","business","elsewhere","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"lived","","years","great","first","","enforcing","","rules","balcony","","anything","people","","beautiful","plants","","every","season","","","decks","empty","looks","lifeless","around","suspect","decks","","full","dirt","dead","leaves","cobwebs","want","live","place","","plants","beautiful","balcony","","somewhere","else","","","","","","","","","","",""
"great","food","terrible","service","waited","","minutes","never","received","soup","","twice","take","","group","done","eating","","good","location","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"goodwill","outlet","store","austin","texas","place","huge","clean","decided","","","phoenix","ummmmmm","building","huge","place","customers","shop","tiny","making","tight","area","overall","feeling","place","dirty","dozens","people","crowding","around","","","chance","look","","things","broken","dirty","","goodwill","outlet","phoenix","","","","","","","","","","","","",""
"alamo","national","ashamed","arrived","pick","rental","","skip","counter","came","find","long","line","already","seeing","long","lines","inside","waiting","cars","ready","vegas","heat","waiting","rental","","garage","wish","give","less","","star","water","anything","offered","staff","everyone","waits","poor","service","","","","","","","","","","","","","","",""
"","should've","known","asked","cashier","food","good","replied","well","best","priced","buffet","vegas","","horrible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","wrong","love","taco","bell","taco","bell","much","hard","","anywhere","people","work","obviously","give","flip","jobs","well","pride","even","","existence","drive","quickly","past","taco","bell","","better","","","","","","","","","","","","","","","","","","","","","","","","","",""
"steak","house","around","ever","","","","plates","","sent","back","still","","right","place","dead","book","never","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bought","","cupcakes","different","","","white","cale","chocolate","frosting","hershey","drop","","tasted","like","","cake","","","frosting","","paid","","kids","said","just","okay","told","","birthday","girl","said","","cake","sweet","frosting","save","money","make","","cupcakes","","","","","","","","","","","","",""
"","minute","wait","even","","mind","waiting","long","","treated","like","exist","customer","shame","since","referred","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"terrible","ordered","sashimi","lunch","side","dishes","just","small","plate","edamame","sashimi","small","think","tiny","square","chunks","","juicy","slices","tastless","white","fish","worst","avoid","much","better","options","area","compare","hosu","queen","quality","serving","size","just","measure","","","","","","","","","","","","","","","","","","",""
"","worst","hotel","","ever","manager","good","","still","excuse","type","","place","zero","stars","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","found","plastic","wrap","nachos","sure","even","","greasy","film","fountain","","cheese","fries","served","cold","","","least","update","longer","business","clearly","others","bang","reviews","glad","","reviews","work","promote","great","","shut","awful","ones","","","","","","","","","","","","","","","","","","",""
"place","terrible","even","know","","roped","going","know","turned","around","lame","place","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"husband","stopped","check","honda","pilots","remember","salesman","name","","tell","shortest","","dislike","shaking","hands","people","just","meet","","","know","hands","shake","hand","seemed","sulk","interest","helping","","headed","next","door","subaru","purchased","","outback","thank","arrowhead","honda","","","","","","","","","","","","","","","",""
"","pablo","absolute","prick","","coming","time","soon","","king","joke","general","manager","thanks","","king","birthday","dinner","causing","huge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"similar","reviewer","much","","singing","loudly","store","damaged","present","phone","","phones","denies","worked","touched","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show","believe","featuring","criss","angel","criss","angel","","however","terrible","expensive","","waste","time","waste","money","tricks","terrible","various","acts","even","worse","waste","money","time","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"complete","","","","different","country","people","feel","like","","whatever","want","girl","spicey","avoid","security","pretends","","speak","russian","joke","even","single","word","complete","","","mins","dance","wanted","charge","","thinking","dont","","going","avoid","skip","dont","even","look","wonder","place","name","cheatah's","piece","","","","","","","","",""
"somehow","dint","like","ride","neck","","badly","beaten","going","around","loop","work","putting","serious","neck","support","system","seat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","gratuity","","added","salad","dressing","salad","water","tastes","like","goldfish","water","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tried","come","reason","give","","star","food","","place","crowded","decor","eighties","chic","also","priciest","buffet","ever","fine","good","even","","next","time","head","vegas","either","skip","buffets","together","head","golden","corral","","","roullette","wheel","","","","","","","","","","","","","","","","","","",""
"went","couple","times","recently","dropped","","","paid","return","amazon","today","first","time","wanted","buck","tape","","","","paid","label","","","must","hurting","business","just","lost","mine","","","","","","","","","","","","","","","","","","","","","","","","","",""
"hostess","even","tell","","upstairs","back","room","back","room","","place","claims","sports","","beef","sliders","tasty","worth","","charged","napkins","heavy","duty","","feel","spent","extra","cents","","linen","ones","instead","","somewhere","else","glad","","pack","home","better","sterile","","promoted","blackfinn","","","","","","","","","","",""
"purchased","groupon","gift","","","manicure","presented","claim","","manicures","never","recommend","business","anyone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rude","","overall","kichy","vibe","","actually","enjoy","japanese","food","","loud","music","point","hear","people","sitting","ordinary","quality","sushi","","service","never","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","employee","line","ahead","","cashier","working","employee","line","tell","cashier","help","returns","whole","thing","took","","minutes","","mention","cashier","took","long","time","help","","worker","half","","short","staffed","","else","came","help","cashier","","called","help","felt","priority","customer","line","making","purchase","employee","sure","return","","","","","","",""
"went","fedex","print","brochures","left","","empty","handed","staff","seem","","helpful","trouble","shooting","email","","system","twice","location","","","somewhere","else","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"excited","","","chps","salsa","great","fried","shrimp","came","","twice","crab","enchilada","nothing","like","seen","expected","service","","slow","busy","hour","going","back","fish","tacos","best","choice","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"first","place","rated","must","agree","whoa","","","went","thinking","wynn","hotel","","nice","wish","offered","better","","","","money","wanted","take","","somewhere","fancy","good","food","regret","going","around","","total","just","basic","chinese","food","","","","","","","","","","","","","","","","","",""
"used","place","closest","using","twice","back","ruined","faux","","hood","jacket","","patch","","","","stains","","shirts","think","","makeup","","stain","managed","","","","seem","like","nice","people","","","","","","","","","","","","","","","","","","","","","","",""
"park","extremely","","really","needs","updated","paint","chipping","","equipment","well","rubber","material","equipment","","","","walked","little","wobbly","bridge","slipped","fell","right","side","bridge","needs","","opinion","needs","hold","onto","fall","sides","","stay","away","park","needed","","park","life","","","","","","","","","","","","",""
"just","told","sushi","like","","running","chicken","know","possible","visit","risk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ordered","pork","fried","rice","","","time","","","time","onions","asked","onions","called","told","messed","said","ordered","","","mein","","onions","never","","live","blocks","away","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"thought","","grocery","pick","today","horrible","","things","ordered","stock","beer","ordered","samuel","adams","","","winter","lager","thing","said","","grocery","store","onions","saltine","crackers","","make","special","trip","fry's","gone","first","place","","","","","","","","","","","","","","","","","","","","",""
"terrible","service","rude","employees","dirty","stink","need","shut","","worst","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","read","reviews","stuck","","","mein","looking","noodles","spicy","young","chicken","general","","thing","","noodles","went","place","packed","asian","students","figure","worth","shot","","feeling","good","note","self","read","yelp","reviews","first","","","","","","","","","","","","","","","","","","","","",""
"long","time","customer","seeking","service","elsewhere","guys","","honor","","find","reason","","made","deny","coverage","","rude","","","","leaving","hood","open","leaving","tools","engine","","","taking","business","elsewhere","","","","","","","","","","","","","","","","","","","","","","",""
"know","review","place","good","","recommend","anyone","wants","good","sushi","","place","fresh","clouded","staffs","friendly","sashimi","tasted","just","","","good","side","","scoop","icecream","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"came","","","special","","steak","little","","steak","tuff","think","shoe","leather","tastes","","better","never","eaten","shoe","leather","probably","better","taste.i","recommend","chicken","pasta","dinner","either","overall","root","beer","","service","great","","clean","","","","","","","","","","","","","","","","","","",""
"impatient","groomer","organize","grooming","schedules","causing","stressed","line","dogs","waiting","groomed","fellow","","workers","also","","help","handling","animals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","velvet","pancakes","make","half","hour","wait","drinks","order","three","times","","wait","staff","cold","","delivered","table","people","","twenty","minutes","","served","quicker","another","patron","direct","waitress","table","failed","stop","table","","","","","","","","","","","","","","","","","","","","","",""
"avoid","bank","","branch","plain","simple","slow","rude","service","staff","care","interest","keep","asking","open","","accounts","take","care","issue","hand","obvious","rated","paid","bonus","number","accounts","open","poor","customer","service","skills","delt","overall","rating","terrible","banking","","","","","","","","","","","","","","","","","",""
"worst","marshals","ever","just","went","purchased","kitchen","items","","","clothing","tried","purchased","pair","pants","really","liked","obvious","stain","spoke","manager","asked","","","discount","rude","denied","request","said","sell","clothing","stains","full","price","bunch","idiots","","","","","","","","","","","","","","","","","","",""
"nothing","like","ordering","food","","family","four","getting","home","realize","give","entire","order","happened","","many","times","location","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"staff","slow","place","order","serve","food","","minutes","stand","line","order","","","food","actually","","","","","food","finally","arrived","salty","real","flavor","meat","portion","small","fill","plate","gave","","pile","rice","nothing","special","except","","worst","","area","visited","back","anytime","soon","","","","","","","","","",""
"research","tire","wanted","checked","stock","came","checked","","","told","done","","","","even","taken","started","","lousy","customer","service","apology","offer","discount","never","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"peor","servicio","","cliente","fetched","atendió","","","humor","esta","mujer","debería","","estar","","","servicio","","cliente","","comida","","","servida","","porciones","","pequeñas","","","vayan","este","lugar","gusta","mucho","panda","express","pero","este","lugar","","malo","","","","","","","","","","","","",""
"really","thin","crust","soggy","mess","green","peppers","onion","pizza","barely","cooked","","worst","pizza","ever","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rate","lower","eaten","mexican","food","might","like","place","green","sauce","burnt","salsa","boring","carne","asada","tasted","like","italian","food","","miss","good","mexican","food","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"guess","eating","today","","cash","","feel","like","post","sign","door","tell","part","greeting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"guess","known","","steak","","","burrito","place","like","","seemed","good","steak","cold","","kind","seasoning","tasted","like","cooked","yesterday","","microwave","brief","heat","cook","meat","microwave","type","taste","","","","","","","","","","","","","","","","","","","","","","","","",""
"location","worst","live","nearby","forced","come","","time","crunch","never","waited","less","","minutes","line","","cashier","","","order","happens","everytime","come","another","location","south","rainbow","suggest","going","","","","","","","","","","","","","","","","","","","","","","","","","",""
"never","posted","anything","","last","person","complain","","cold","mashed","potatoes","shell","pieces","oysters","","minutes","","chicken","","shrimp","entree","","stomach","ache","","dollars","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"normally","received","good","food","tonight","tried","kung","","shrimp","dinner","","waiting","almost","hour","told","half","time","dinner","whole","","little","shrimp","","celery","green","pepper","rice","guess","forgot","shrimp","dish","includes","shrimp","","","","","","","","","","","","","","","","","","","","","",""
"pricey","small","portions","food","great","went","carnival","","","small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","even","come","give","quote","tried","three","times","much","pita","","much","worse","","money","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"work","full","time","chose","college","online","","degree","college","","places","barriers","","result","makes","attaining","degree","harder","field","","","nursing","degree","helpful","please","","somewhere","else","place","worth","tears","headaches","","","","","","","","","","","","","","","","","","","","","","",""
"","cheap","kidding","","found","piece","thick","hair","almost","done","eating","","","thai","long","strand","black","curly","hair","swear","pube","","","threw","","thai","away","almost","threw","never","ordering","waste","money","","better","quality","","thai","","","","","","","","","","","","","","","","",""
"came","","whim","greeted","satan's","mistress","help","notice","shelley","negative","vibe","spoke","everyone","around","anytime","wonderful","stylist","asked","second","opinion","told","colouring","requested","wrong","going","turn","terrible","overall","extremely","turned","obvious","lack","respect","held","employees","","","local","business","","","","","","","","","","","","","","","",""
"used","","time","happened","placed","online","order","find","ready","waited","waited","food","finally","","home","find","chunk","pork","supposed","shredded","size","baseball","salad","salad","guacamole","even","though","supposed","salad","really","disgusted","location","thanks","ruining","dinner","","","","","","","","","","","","","","","","","","","",""
"","cool","almost","","waiting","food","ticket","lost","entire","meal","","comped","bite","fajitas","worst","excuse","meat","ever","seen","manager","take","food","back","left","even","","free","","stay","away","awful","staff","even","worse","food","","","","","","","","","","","","","","","","","","","",""
"sales","","","said","deal","done","come","sign","","","","found","","knew","crappy","thing","never","","back","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"terrible","","worst","hotel","ever","stayed","hotel","nothing","","guests","hotel","","requests","removing","amenities","","","year","","young","children","","playing","snacks","alcohol","","charge","","hour","late","check","","","charge","keep","young","child","playing","alcohol","","stay","horrible","","money","better","spent","elsewhere","","","","","","","",""
"never","","food","awful","worst","","soup","cold","broth","cold","","shrimps","soup","cousin","served","boiled","chicken","skin","awful","service","just","stand","line","noodle","house","parking","","","cause","hungry","wait","manta","","mins","","","","","","","","","","","","","","","","","","","","",""
"expensive","selection","horrible","customer","service","lady","literally","listen","order","ordered","cannoli","cookie","baby","well","cookie","never","made","","probably","best","cannoli","awful","","charged","","used","card","instead","cash","sure","business","starting","think","even","bakery","horrible","just","horrible","","","","","","","","","","","","","","","","",""
"please","improve","service","awful","ordered","three","slams","party","three","","orders","missing","bread","","side","order","given","bread","side","order","finished","food","already","horrible","charged","side","order","bread","stupid","slams","already","came","bread","four","items","plate","coming","back","","","","","","","","","","","","","","","","",""
"worst","daycare","seen","teachers","sucks","director","rude","","","years","","","sticker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"asked","associate","","find","plastic","pitcher","juice","told","without","properly","showing","anything","exactly","help","want","stock","","stand","stool","safe","anyone","","just","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ordered","food","service","point","good","","","looked","sous","chef","really","screwed","slightly","burnt","sauce","","little","mushrooms","terrible","sent","back","wife","meatballs","served","cold","sauce","roll","torn","open","good","","suggest","food","","dinners","beware","","","","","","","","","","","","","","","","","","",""
"place","amazing","music","careful","much","charge","drink","friends","saturday","september","","","drinks","price","different","every","single","time","first","drink","","","","later","changed","","","drink","friends","paid","","drink","always","leave","great","tips","well","assume","drunk","math","make","sure","","attention","bill","every","single","time","","","","","","",""
"even","want","give","place","","star","favor","even","think","booking","hotel","room","horrible","small","wifi","","terrible","even","paid","upgrade","work","","lazy","","deluxe","suite","nothing","close","locations","offer","deluxe","suite","queen","size","","like","twin","size","","outdated","hotel","crappy","","motel","disguised","paint","","","","","","","","",""
"bought","bacon","insider","nighttime","","","","","weeks","","burger","tasted","like","someone","spit","pretty","gross","tasting","mention","passing","germs","people","think","manager","laughing","butt","handed","burger","drive","thru","","","","","","","","","","","","","","","","","","","","","","","","",""
"","hype","place","reading","many","good","reviews","decided","","breakfast","first","service","mediocre","wait","","minutes","order","waited","another","good","","minutes","food","great","hash","brows","soggy","like","dipped","water","served","pancakes","cooked","long","enough","tasted","like","","batter","maple","","sandwich","nothing","special","stay","away","","","","","","","","",""
"saturday","","","went","wife","","treat","told","hold","restocked","kids","laughed","come","customer","service","never","tolerated","suck","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","crab","claws","crab","shack","bagged","rock","thought","joke","crab","less","pound","came","cold","manager","offered","free","dessert","declined","offer","manager","avoided","table","like","plague","overhyped","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","dirty","food","subpar","","menu","","waiters","","like","care","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"constant","search","oysters","came","upon","oceanaire","charlotte","","location","closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ever","works","","shift","","needs","","","something","takes","hour","make","still","open","three","hours","seems","ongoing","problem","sandwich","shops","","hiring","people","actually","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"like","woke","trapped","inside","twilight","zone","episode","dealing","place","joke","","employees","","like","make","","hour","think","remember","said","cant","help","stand","place","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"terrible","italian","food","greasy","american","gross","","mention","","priced","stay","away","never","trusting","","pick","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"attending","great","show","gammage","theater","today","went","early","dinner","culinary","dropout","ordered","","signature","dishes","fried","chicken","","","best","items","chicken","cooked","fully","somewhat","bloody","service","","pretty","good","come","recommend","","","","","","","","","","","","","","","","","","","","","","",""
"arizona","center","phoenix","galleria","","","","white","elephant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cold","fries","","burger","search","beef","patty","melt","tired","","","inside","hooters","found","cheese","onions","inside","melt","search","beef","patty","thank","goodness","","patties","sandwich","never","found","hope","","burgers","","","","","","","","","","","","","","","","","","","","","","","",""
"owner","manager","","staff","failure","today","","bartender","","","beers","full","house","soccer","","game","","friend","customer","helping","drink","orders","","beers","excellent","wait","","mins","order","","","","","","","","","","","","","","","","","","","","","","","","","",""
"went","","jake","owen","","","sold","crowded","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"first","time","order","","delivery","","hours","later","nothing","called","find","forgotten","order","made","sure","charged","card","","never","order","place","service","suckss","food","pretty","good","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"kind","","pasta","fresh","closed","","","coming","owner","stopped","coming","cooking","food","went","crap","last","time","","chef","","owner","cooks","working","took","pride","work","food","cold","flavor","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bedbugs","well","just","fruit","flies","according","hotel","watch","fruit","flies","","hotel","bite","sleep","stay","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ordered","chili","cheese","","chili","cheese","burger","chili","cheese","fries","","","chili","cheese","dogs","instead","notice","","home","","minutes","later","","need","hire","smarter","people","receipt","says","katherin","","messed","order","","","","","","","","","","","","","","","","","","","","","",""
"food","cooked","fresh","total","","like","eating","left","overs","friend's","house","served","warmth","","","taste","","seems","enjoy","","sloppy","orders","made","","made","dine","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"like","joke","place","","wanna","stress","","","even","worth","","know","massage","worst","massage","","","vegas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ordered","","omlette","green","peppers","allergic","course","cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"like","food","sweet","joint","went","group","three","","really","liked","food","palette","dishes","overly","sweet","terribly","bland","prefer","savory","fare","","call","crazy","like","able","","","flavors","food","","going","","","","","","","","","","","","","","","","","","","","","","","",""
"know","good","","call","anyone","back","form","website","fill","submit","jokes","actually","anything","","using","services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"first","time","","last","beers","warm","flat","wings","burnt","beyond","","ever","open","","sorry","","kinds","extra","drinks","food","bill","never","even","many","bars","pubs","around","area","","better","manager","ignorant","","joke","literally","zero","","skills","unable","help","poor","service","yelpers","future","patrons","warned","","","","","","","","",""
