CommodityCode,CommodityDescription,CountryCode,CountryName,MarketYear,CalendarYear,Month,AttributeId,AttributeDescription,UnitId,UnitDescription,Value
0577400,"Almonds, Shelled Basis        ",GR,Greece                        ,2001,2010,10,178,Total Distribution,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",HK,Hong Kong                     ,2001,2012,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",HK,Hong Kong                     ,2001,2012,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",HK,Hong Kong                     ,2001,2012,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",HK,Hong Kong                     ,2001,2012,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",HK,Hong Kong                     ,2001,2012,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",HK,Hong Kong                     ,2001,2012,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",HK,Hong Kong                     ,2001,2012,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",HK,Hong Kong                     ,2001,2012,10,57,Imports,21,(MT)                ,1500.0
0577400,"Almonds, Shelled Basis        ",HK,Hong Kong                     ,2001,2012,10,86,Total Supply,21,(MT)                ,1500.0
0577400,"Almonds, Shelled Basis        ",HK,Hong Kong                     ,2001,2012,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",HK,Hong Kong                     ,2001,2012,10,125,Domestic Consumption,21,(MT)                ,1500.0
0577400,"Almonds, Shelled Basis        ",HK,Hong Kong                     ,2001,2012,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",HK,Hong Kong                     ,2001,2012,10,178,Total Distribution,21,(MT)                ,1500.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2001,2015,10,1,Area Planted,12,(HA)                ,19000.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2001,2015,10,4,Area Harvested,12,(HA)                ,16800.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2001,2015,10,17,Bearing Trees,10,(1000 TREES)        ,1050.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2001,2015,10,19,Non-Bearing Trees,10,(1000 TREES)        ,250.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2001,2015,10,16,Total Trees,10,(1000 TREES)        ,1300.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2001,2015,10,20,Beginning Stocks,21,(MT)                ,5100.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2001,2015,10,28,Production,21,(MT)                ,1000.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2001,2015,10,57,Imports,21,(MT)                ,24900.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2001,2015,10,86,Total Supply,21,(MT)                ,31000.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2001,2015,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2001,2015,10,125,Domestic Consumption,21,(MT)                ,25200.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2001,2015,10,176,Ending Stocks,21,(MT)                ,5800.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2001,2015,10,178,Total Distribution,21,(MT)                ,31000.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2001,2018,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2001,2018,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2001,2018,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2001,2018,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2001,2018,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2001,2018,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2001,2018,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2001,2018,10,57,Imports,21,(MT)                ,3000.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2001,2018,10,86,Total Supply,21,(MT)                ,3000.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2001,2018,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2001,2018,10,125,Domestic Consumption,21,(MT)                ,3000.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2001,2018,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2001,2018,10,178,Total Distribution,21,(MT)                ,3000.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2001,2010,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2001,2010,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2001,2010,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2001,2010,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2001,2010,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2001,2010,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2001,2010,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2001,2010,10,57,Imports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2001,2010,10,86,Total Supply,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2001,2010,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2001,2010,10,125,Domestic Consumption,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2001,2010,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2001,2010,10,178,Total Distribution,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2001,2010,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2001,2010,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2001,2010,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2001,2010,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2001,2010,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2001,2010,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2001,2010,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2001,2010,10,57,Imports,21,(MT)                ,23100.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2001,2010,10,86,Total Supply,21,(MT)                ,23100.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2001,2010,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2001,2010,10,125,Domestic Consumption,21,(MT)                ,23100.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2001,2010,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2001,2010,10,178,Total Distribution,21,(MT)                ,23100.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2001,2018,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2001,2018,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2001,2018,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2001,2018,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2001,2018,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2001,2018,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2001,2018,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2001,2018,10,57,Imports,21,(MT)                ,1200.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2001,2018,10,86,Total Supply,21,(MT)                ,1200.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2001,2018,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2001,2018,10,125,Domestic Consumption,21,(MT)                ,1200.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2001,2018,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2001,2018,10,178,Total Distribution,21,(MT)                ,1200.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2001,2010,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2001,2010,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2001,2010,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2001,2010,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2001,2010,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2001,2010,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2001,2010,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2001,2010,10,57,Imports,21,(MT)                ,4800.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2001,2010,10,86,Total Supply,21,(MT)                ,4800.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2001,2010,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2001,2010,10,125,Domestic Consumption,21,(MT)                ,4800.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2001,2010,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2001,2010,10,178,Total Distribution,21,(MT)                ,4800.0
0577400,"Almonds, Shelled Basis        ",MX,Mexico                        ,2001,2010,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",MX,Mexico                        ,2001,2010,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",MX,Mexico                        ,2001,2010,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",MX,Mexico                        ,2001,2010,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",MX,Mexico                        ,2001,2010,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",MX,Mexico                        ,2001,2010,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",MX,Mexico                        ,2001,2010,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",MX,Mexico                        ,2001,2010,10,57,Imports,21,(MT)                ,4100.0
0577400,"Almonds, Shelled Basis        ",MX,Mexico                        ,2001,2010,10,86,Total Supply,21,(MT)                ,4100.0
0577400,"Almonds, Shelled Basis        ",MX,Mexico                        ,2001,2010,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",MX,Mexico                        ,2001,2010,10,125,Domestic Consumption,21,(MT)                ,4100.0
0577400,"Almonds, Shelled Basis        ",MX,Mexico                        ,2001,2010,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",MX,Mexico                        ,2001,2010,10,178,Total Distribution,21,(MT)                ,4100.0
0577400,"Almonds, Shelled Basis        ",MY,Malaysia                      ,2001,2010,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",MY,Malaysia                      ,2001,2010,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",MY,Malaysia                      ,2001,2010,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",MY,Malaysia                      ,2001,2010,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",MY,Malaysia                      ,2001,2010,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",MY,Malaysia                      ,2001,2010,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",MY,Malaysia                      ,2001,2010,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",MY,Malaysia                      ,2001,2010,10,57,Imports,21,(MT)                ,1200.0
0577400,"Almonds, Shelled Basis        ",MY,Malaysia                      ,2001,2010,10,86,Total Supply,21,(MT)                ,1200.0
0577400,"Almonds, Shelled Basis        ",MY,Malaysia                      ,2001,2010,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",MY,Malaysia                      ,2001,2010,10,125,Domestic Consumption,21,(MT)                ,1200.0
0577400,"Almonds, Shelled Basis        ",MY,Malaysia                      ,2001,2010,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",MY,Malaysia                      ,2001,2010,10,178,Total Distribution,21,(MT)                ,1200.0
0577400,"Almonds, Shelled Basis        ",NO,Norway                        ,2001,2010,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",NO,Norway                        ,2001,2010,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",NO,Norway                        ,2001,2010,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",NO,Norway                        ,2001,2010,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",NO,Norway                        ,2001,2010,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",NO,Norway                        ,2001,2010,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",NO,Norway                        ,2001,2010,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",NO,Norway                        ,2001,2010,10,57,Imports,21,(MT)                ,1600.0
0577400,"Almonds, Shelled Basis        ",NO,Norway                        ,2001,2010,10,86,Total Supply,21,(MT)                ,1600.0
0577400,"Almonds, Shelled Basis        ",NO,Norway                        ,2001,2010,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",NO,Norway                        ,2001,2010,10,125,Domestic Consumption,21,(MT)                ,1600.0
0577400,"Almonds, Shelled Basis        ",NO,Norway                        ,2001,2010,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",NO,Norway                        ,2001,2010,10,178,Total Distribution,21,(MT)                ,1600.0
0577400,"Almonds, Shelled Basis        ",PK,Pakistan                      ,2001,2018,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",PK,Pakistan                      ,2001,2018,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",PK,Pakistan                      ,2001,2018,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",PK,Pakistan                      ,2001,2018,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",PK,Pakistan                      ,2001,2018,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",PK,Pakistan                      ,2001,2018,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",PK,Pakistan                      ,2001,2018,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",PK,Pakistan                      ,2001,2018,10,57,Imports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",PK,Pakistan                      ,2001,2018,10,86,Total Supply,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",PK,Pakistan                      ,2001,2018,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",PK,Pakistan                      ,2001,2018,10,125,Domestic Consumption,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",PK,Pakistan                      ,2001,2018,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",PK,Pakistan                      ,2001,2018,10,178,Total Distribution,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",RS,Russia                        ,2001,2010,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",RS,Russia                        ,2001,2010,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",RS,Russia                        ,2001,2010,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",RS,Russia                        ,2001,2010,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",RS,Russia                        ,2001,2010,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",RS,Russia                        ,2001,2010,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",RS,Russia                        ,2001,2010,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",RS,Russia                        ,2001,2010,10,57,Imports,21,(MT)                ,3500.0
0577400,"Almonds, Shelled Basis        ",RS,Russia                        ,2001,2010,10,86,Total Supply,21,(MT)                ,3500.0
0577400,"Almonds, Shelled Basis        ",RS,Russia                        ,2001,2010,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",RS,Russia                        ,2001,2010,10,125,Domestic Consumption,21,(MT)                ,3500.0
0577400,"Almonds, Shelled Basis        ",RS,Russia                        ,2001,2010,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",RS,Russia                        ,2001,2010,10,178,Total Distribution,21,(MT)                ,3500.0
0577400,"Almonds, Shelled Basis        ",SA,Saudi Arabia                  ,2001,2018,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",SA,Saudi Arabia                  ,2001,2018,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",SA,Saudi Arabia                  ,2001,2018,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",SA,Saudi Arabia                  ,2001,2018,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",SA,Saudi Arabia                  ,2001,2018,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",SA,Saudi Arabia                  ,2001,2018,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",SA,Saudi Arabia                  ,2001,2018,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",SA,Saudi Arabia                  ,2001,2018,10,57,Imports,21,(MT)                ,3000.0
0577400,"Almonds, Shelled Basis        ",SA,Saudi Arabia                  ,2001,2018,10,86,Total Supply,21,(MT)                ,3000.0
0577400,"Almonds, Shelled Basis        ",SA,Saudi Arabia                  ,2001,2018,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",SA,Saudi Arabia                  ,2001,2018,10,125,Domestic Consumption,21,(MT)                ,3000.0
0577400,"Almonds, Shelled Basis        ",SA,Saudi Arabia                  ,2001,2018,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",SA,Saudi Arabia                  ,2001,2018,10,178,Total Distribution,21,(MT)                ,3000.0
0577400,"Almonds, Shelled Basis        ",SP,Spain                         ,2001,2010,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",SP,Spain                         ,2001,2010,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",SP,Spain                         ,2001,2010,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",SP,Spain                         ,2001,2010,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",SP,Spain                         ,2001,2010,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",SP,Spain                         ,2001,2010,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",SP,Spain                         ,2001,2010,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",SP,Spain                         ,2001,2010,10,57,Imports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",SP,Spain                         ,2001,2010,10,86,Total Supply,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",SP,Spain                         ,2001,2010,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",SP,Spain                         ,2001,2010,10,125,Domestic Consumption,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",SP,Spain                         ,2001,2010,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",SP,Spain                         ,2001,2010,10,178,Total Distribution,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",SZ,Switzerland                   ,2001,2010,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",SZ,Switzerland                   ,2001,2010,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",SZ,Switzerland                   ,2001,2010,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",SZ,Switzerland                   ,2001,2010,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",SZ,Switzerland                   ,2001,2010,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",SZ,Switzerland                   ,2001,2010,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",SZ,Switzerland                   ,2001,2010,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",SZ,Switzerland                   ,2001,2010,10,57,Imports,21,(MT)                ,1800.0
0577400,"Almonds, Shelled Basis        ",SZ,Switzerland                   ,2001,2010,10,86,Total Supply,21,(MT)                ,1800.0
0577400,"Almonds, Shelled Basis        ",SZ,Switzerland                   ,2001,2010,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",SZ,Switzerland                   ,2001,2010,10,125,Domestic Consumption,21,(MT)                ,1800.0
0577400,"Almonds, Shelled Basis        ",SZ,Switzerland                   ,2001,2010,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",SZ,Switzerland                   ,2001,2010,10,178,Total Distribution,21,(MT)                ,1800.0
0577400,"Almonds, Shelled Basis        ",TC,United Arab Emirates          ,2001,2010,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",TC,United Arab Emirates          ,2001,2010,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",TC,United Arab Emirates          ,2001,2010,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",TC,United Arab Emirates          ,2001,2010,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",TC,United Arab Emirates          ,2001,2010,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",TC,United Arab Emirates          ,2001,2010,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",TC,United Arab Emirates          ,2001,2010,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",TC,United Arab Emirates          ,2001,2010,10,57,Imports,21,(MT)                ,11200.0
0577400,"Almonds, Shelled Basis        ",TC,United Arab Emirates          ,2001,2010,10,86,Total Supply,21,(MT)                ,11200.0
0577400,"Almonds, Shelled Basis        ",TC,United Arab Emirates          ,2001,2010,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",TC,United Arab Emirates          ,2001,2010,10,125,Domestic Consumption,21,(MT)                ,11200.0
0577400,"Almonds, Shelled Basis        ",TC,United Arab Emirates          ,2001,2010,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",TC,United Arab Emirates          ,2001,2010,10,178,Total Distribution,21,(MT)                ,11200.0
0577400,"Almonds, Shelled Basis        ",TU,Turkey                        ,2001,2010,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",TU,Turkey                        ,2001,2010,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",TU,Turkey                        ,2001,2010,10,17,Bearing Trees,10,(1000 TREES)        ,3600.0
0577400,"Almonds, Shelled Basis        ",TU,Turkey                        ,2001,2010,10,19,Non-Bearing Trees,10,(1000 TREES)        ,600.0
0577400,"Almonds, Shelled Basis        ",TU,Turkey                        ,2001,2010,10,16,Total Trees,10,(1000 TREES)        ,4200.0
0577400,"Almonds, Shelled Basis        ",TU,Turkey                        ,2001,2010,10,20,Beginning Stocks,21,(MT)                ,3000.0
0577400,"Almonds, Shelled Basis        ",TU,Turkey                        ,2001,2010,10,28,Production,21,(MT)                ,14000.0
0577400,"Almonds, Shelled Basis        ",TU,Turkey                        ,2001,2010,10,57,Imports,21,(MT)                ,400.0
0577400,"Almonds, Shelled Basis        ",TU,Turkey                        ,2001,2010,10,86,Total Supply,21,(MT)                ,17400.0
0577400,"Almonds, Shelled Basis        ",TU,Turkey                        ,2001,2010,10,88,Exports,21,(MT)                ,500.0
0577400,"Almonds, Shelled Basis        ",TU,Turkey                        ,2001,2010,10,125,Domestic Consumption,21,(MT)                ,16000.0
0577400,"Almonds, Shelled Basis        ",TU,Turkey                        ,2001,2010,10,176,Ending Stocks,21,(MT)                ,900.0
0577400,"Almonds, Shelled Basis        ",TU,Turkey                        ,2001,2010,10,178,Total Distribution,21,(MT)                ,17400.0
0577400,"Almonds, Shelled Basis        ",TW,Taiwan                        ,2001,2010,10,1,Area Planted,12,(HA)                ,0.0
