Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,Animal Type Specify,Water Status
1999,7,Missouri,Food,Cyclospora cayetanensis,,Confirmed,Caterer (food prepared off-site from where served),62,1,,0,,"basil, unspecified",spices,Herbs,,,,,
1999,7,West Virginia,Food,Norovirus Genogroup I; Staphylococcus aureus,,Suspected; Suspected,Camp,126,11,,,,multiple foods,,Unclassifiable,,,,,
1999,9,West Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,12,5,,0,,"chile relleno, unspecified",beef,Beef,,,,,
1999,10,West Virginia,Food,Norovirus Genogroup I,,Confirmed,Other,16,2,,0,,lettuce-based salads unspecified,,Multiple,,,,,
1999,10,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,14,0,,0,,"chicken, unspecified",,Chicken,,,,,
1999,3,Wisconsin,Food,Clostridium perfringens,,Confirmed,Hospital,10,,,,,soup unspecified,,Multiple,,,,,
1999,10,Wisconsin,Food,,,,Restaurant - other or unknown type,5,,,,,"fish, haddock",,Fish,,,,,
1999,10,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,School/college/university,82,,,0,,,,,,,,,
1999,11,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,33,0,,0,,"lasagna, unspecified; ravioli, unspecified; eggs, other",,Multiple,,,,,
1998,6,Washington,Food,,,,Restaurant - other or unknown type,2,,,,,"chicken, unspecified",,Chicken,,,,,
1998,8,Washington,Food,Vibrio parahaemolyticus,,Confirmed,Restaurant - other or unknown type,2,0,,0,,"oysters, unspecified",,Mollusks,,,,,
1999,4,Washington,Food,,,,Restaurant - other or unknown type,2,,,,,"ground beef, unspecified",,Beef,,,,,
1999,6,Washington,Food,Salmonella enterica,Javiana,Confirmed,Grocery store; Office/indoor workplace,11,4,,0,,mixed fruit,,Fruits,,,,,
1999,12,Washington,Food,,,,Restaurant - other or unknown type,2,,,,,"oysters, raw",,Mollusks,,,,,
1999,12,Washington,Food,,,,Restaurant - other or unknown type,6,,,,,"mashed potato/gravy; chicken, unspecified",,Multiple,,,,,
1999,12,Washington,Food,Bacillus cereus,,Suspected,,6,0,,0,,"salmon, unspecified",,Fish,,,,,
1999,12,Washington,Food,Other - Virus,,Suspected,Caterer (food prepared off-site from where served),30,0,,,,"sandwich, ham",,Multiple,,,,,
1999,12,Washington,Food,,,,Restaurant - other or unknown type,9,,,,,,,,,,,,
1999,12,Washington,Food,Norovirus Genogroup II,unknown,Confirmed,Private home/residence; Grocery store; Other,62,2,,0,,"water; celery, unspecified; peppers, green",,Multiple,,,,,
1999,12,Washington,Food,,,,Caterer (food prepared off-site from where served),34,,,,,"turkey, unspecified",,Turkey,,,,,
1999,12,Washington,Food,Other - Virus,,Suspected,Other,13,,,,,,,,,,,,
1999,12,Washington,Food,,,,Restaurant - other or unknown type,3,,,,,"salad, unspecified",,Multiple,,,,,
1999,11,Washington,Food,,,,Caterer (food prepared off-site from where served),17,,,,,,,,,,,,
1999,11,Washington,Food,,,,,5,,,,,,,,,,,,
1999,11,Washington,Food,,,,Restaurant - other or unknown type,5,,,,,"chicken, unspecified",,Chicken,,,,,
1999,11,Washington,Food,Other - Chemical/Toxin,,Suspected,Grocery store,8,,,,,"tuna, unspecified",,Fish,,,,,
1999,11,Washington,Food,,,,Restaurant - other or unknown type,2,,,,,"pizza, unspecified",,Multiple,,,,,
1999,11,Washington,Food,,,,Restaurant - other or unknown type,4,0,,,,"chow mein; pork, bbq; pork, other",,Multiple,,,,,
1999,11,Washington,Food,,,,Restaurant - other or unknown type,4,,,,,"chicken, nuggets/fingers",chicken,Chicken,,,,,
1999,11,Washington,Food,,,,Restaurant - other or unknown type,6,,,,,,,,,,,,
1999,11,Washington,Food,Other - Virus,,Suspected,Other,6,0,,,,"sandwich, turkey; sandwich, ham",,Multiple,,,,,
1999,10,Washington,Food,,,,Restaurant - other or unknown type,2,,,,,,,,,,,,
1999,10,Washington,Food,Bacillus cereus,,Suspected,Restaurant - other or unknown type,2,,,,,"rice, unspecified",,Grains-Beans,,,,,
1999,10,Washington,Food,,,,Restaurant - other or unknown type,5,0,,,,,,,,,,,
1999,10,Washington,Food,,,,Restaurant - other or unknown type,3,,,,,"chicken, unspecified",,Chicken,,,,,
1999,10,Washington,Food,,,,Restaurant - other or unknown type,2,,,,,,,,,,,,
1999,10,Washington,Food,,,,Other,4,,,,,"chicken, fried",,Multiple,,,,,
1999,10,Washington,Food,Hepatitis A,,Confirmed,Restaurant - other or unknown type,35,,,,,"sandwich, unspecified",,Multiple,,,,,
1999,9,Washington,Food,,,,Restaurant - other or unknown type,2,,,,,"chicken, smoked; beans, unspecified",,Multiple,,,,,
1999,9,Washington,Food,Norovirus Genogroup I,unknown,Confirmed,Other,115,,,,,"tomato, unspecified; leaf lettuce, unspecified",,Multiple,,,,,
1999,9,Washington,Food,,,,Restaurant - other or unknown type; Prison/jail,2,0,,,,"ethnic style, unspecified; chicken, unspecified",,Multiple,,,,,
1999,9,Washington,Food,,,,Grocery store,3,,,,,liquor,,Other,,,,,
1999,9,Washington,Food,,,,Other,2,,,,,"sandwich, turkey",,Multiple,,,,,
1999,9,Washington,Food,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,,,,,"tuna, unspecified",fin fish,Fish,,,,,
1999,9,Washington,Food,,,,Restaurant - other or unknown type,4,0,,,,"fried rice, unspecified; chicken, unspecified",,Multiple,,,,,
1999,9,Washington,Food,,,,Restaurant - other or unknown type,4,,,,,"pizza, unspecified",,Multiple,,,,,
1999,9,Washington,Food,Other - Virus,,Suspected,Other,2,,,,,"ground beef, unspecified",,Beef,,,,,
1999,9,Washington,Food,,,,Other,10,,,,,"chicken, unspecified; potato, mashed",,Multiple,,,,,
1999,9,Washington,Food,,,,Restaurant - other or unknown type,4,,,,,"rice, unspecified; beans, unspecified",,Grains-Beans,,,,,
1999,8,Washington,Food,Clostridium perfringens,,Suspected,Caterer (food prepared off-site from where served),30,,,,,"beans, baked",,Multiple,,,,,
1999,8,Washington,Food,Clostridium perfringens,,Suspected,Caterer (food prepared off-site from where served),11,,,,,,,,,,,,
1999,8,Washington,Food,,,,Other,2,,,,,"pie, merengue",,Multiple,,,,,
1999,8,Washington,Food,,,,Restaurant - other or unknown type,2,0,,,,"salad, unspecified",,Multiple,,,,,
1999,8,Washington,Food,,,,Restaurant - other or unknown type,3,,,,,,,,,,,,
1999,8,Washington,Food,,,,Restaurant - other or unknown type,2,,,,,,,,,,,,
1999,8,Washington,Food,,,,Restaurant - other or unknown type,3,,,,,"sandwich, turkey",,Multiple,,,,,
1999,7,Washington,Food,Vibrio parahaemolyticus,,Suspected,Private home/residence,3,,,,,"oysters, unspecified",,Mollusks,,,,,
1999,7,Washington,Food,,,,Restaurant - other or unknown type,3,0,,,,"potato, mashed",,Multiple,,,,,
1999,7,Washington,Food,Salmonella enterica,Hadar,Confirmed,,3,,,,,"eggs, unspecified",,Eggs,,,,,
1999,7,Washington,Food,,,,Restaurant - other or unknown type,2,0,,,,"soup, beef-based",,Multiple,,,,,
1999,7,Washington,Food,,,,Restaurant - other or unknown type,41,,,,,"sandwich, other vegetable",,Multiple,,,,,
1999,7,Washington,Food,Salmonella enterica,,Suspected,Restaurant - other or unknown type,2,,,,,"eggs, unspecified",,Eggs,,,,,
1999,6,Washington,Food,,,,Restaurant - other or unknown type,4,,,,,,,,,,,,
1999,6,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Grocery store,5,2,,,,,,,,,,,
1999,6,Washington,Food,,,,Restaurant - other or unknown type,17,0,,,,"chicken, unspecified",,Chicken,,,,,
1999,6,Washington,Food,,,,Other,16,,,,,"turkey, unspecified",,Turkey,,,,,
1999,6,Washington,Food,,,,Restaurant - other or unknown type,3,0,,,,"beef, unspecified; chicken, unspecified",,Multiple,,,,,
1999,6,Washington,Food,Salmonella enterica,,Confirmed,Restaurant - other or unknown type,2,0,,,,"chicken, unspecified",,Chicken,,,,,
1999,6,Washington,Food,Campylobacter unknown,,Confirmed,Private home/residence,2,,,,,"other milk, unpasteurized",,Dairy,,,,,
1999,5,Washington,Food,,,,Restaurant - other or unknown type,2,0,,,,"ethnic style, unspecified",,Unclassifiable,,,,,
1999,5,Washington,Food,,,,Restaurant - other or unknown type,2,,,,,"noodles, unspecified; chicken, unspecified; pork, unspecified",,Multiple,,,,,
1999,5,Washington,Food,,,,Restaurant - other or unknown type,2,,,,,chow mein; pork fried rice,,Multiple,,,,,
1999,5,Washington,Food,,,,Restaurant - other or unknown type,4,0,,,,"sandwich, beef",,Multiple,,,,,
1999,4,Washington,Food,Other - Virus,,Suspected,Long-term care/nursing home/assisted living facility,25,,,,,,,,,,,,
1999,4,Washington,Food,Other - Virus,,Suspected,Restaurant - other or unknown type,50,,,,,"cabbage, unspecified",,Vegetable Row Crops,,,,,
1999,4,Washington,Food,Other - Virus,,Suspected,Private home/residence,30,,,,,,,,,,,,
1999,4,Washington,Food,,,,Restaurant - other or unknown type,4,,,,,"ethnic style, unspecified",,Unclassifiable,,,,,
1999,3,Washington,Food,,,,Restaurant - other or unknown type,2,,,,,"gravy, unspecified",,Multiple,,,,,
1999,3,Washington,Food,Other - Virus,,Suspected,Restaurant - other or unknown type,18,,,,,"salad, unspecified",,Multiple,,,,,
1999,3,Washington,Food,,,,Restaurant - other or unknown type,3,,,,,"pizza, meat",,Multiple,,,,,
1999,3,Washington,Food,,,,Restaurant - other or unknown type,6,,,,,"chicken, fried; potato, mashed",,Multiple,,,,,
1999,3,Washington,Food,,,,,3,,,,,"beef, unspecified",,Beef,,,,,
1999,3,Washington,Food,Other - Chemical/Toxin,,Suspected,Restaurant - other or unknown type,3,,,,,"pizza, unspecified",,Multiple,,,,,
1999,3,Washington,Food,,,,Restaurant - other or unknown type,10,,,,,"pizza, unspecified",,Multiple,,,,,
1999,2,Washington,Food,,,,Restaurant - other or unknown type,3,,,,,black beans and rice,,Multiple,,,,,
1999,2,Washington,Food,,,,Restaurant - other or unknown type,6,1,,,,"ethnic style, unspecified",,Unclassifiable,,,,,
1999,2,Washington,Food,Other - Virus,,Suspected,,9,,,,,,,,,,,,
1999,2,Washington,Food,,,,Restaurant - other or unknown type,3,,,,,"chicken, unspecified",,Chicken,,,,,
1999,2,Washington,Food,,,,Restaurant - other or unknown type,2,,,,,"egg-in-muffin-style sandwich; eggs, unspecified",egg,Eggs,,,,,
1999,2,Washington,Food,,,,Restaurant - other or unknown type,3,,,,,"chicken, unspecified",,Chicken,,,,,
1999,2,Washington,Food,Other - Bacterium,,Suspected,Restaurant - other or unknown type,3,,,,,"chicken, tandori; vegetable soup, unspecified",,Multiple,,,,,
1999,2,Washington,Food,,,,Restaurant - other or unknown type,3,,,,,"salad, unspecified",,Multiple,,,,,
1999,2,Washington,Food,Other - Virus,,Suspected,Restaurant - other or unknown type,5,,,,,ice,,Other,,,,,
1999,1,Washington,Food,,,,Restaurant - other or unknown type,8,,,,,"ethnic style, unspecified",,Unclassifiable,,,,,
1999,1,Washington,Food,,,,Restaurant - other or unknown type,3,0,,,,"beef, unspecified",,Beef,,,,,
1999,1,Washington,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,3,,,,,"ham, unspecified",,Pork,,,,,
1999,1,Washington,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,27,,,,,unspecified fruit,,Fruits,,,,,
1999,1,Washington,Food,,,,Restaurant - other or unknown type,2,0,,,,"egg rolls; fried rice, unspecified; seafood, unspecified",,Multiple,,,,,
1999,1,Washington,Food,Bacillus cereus,,Suspected,Other,61,,,,,"sauces, unspecified; salmon, unspecified",,Multiple,,,,,
1998,9,Vermont,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer (food prepared off-site from where served),4,0,,0,,,,,,,,,
1999,9,Vermont,Food,Hepatitis A,,Confirmed,Restaurant - other or unknown type; Private home/residence,12,2,,0,,,,,,,,,
1998,12,Vermont,Food,,,,Restaurant - other or unknown type,33,,,0,,,,,,,,,
1998,5,Virginia,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,8,,,,,"ground beef, hamburger",,Beef,,,,,
1998,5,Virginia,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,5,,,,,"ground beef, hamburger",,Beef,,,,,
1999,10,Virginia,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,26,0,,0,,"ham, unspecified",,Pork,,,,,
1999,9,Virginia,Food,Clostridium perfringens,,Suspected,,8,0,,0,,"beef, stew",,Multiple,,,,,
1999,7,Virginia,Food,Norovirus Genogroup I,,Confirmed,Caterer (food prepared off-site from where served),33,,,0,,"croissants; ham, unspecified",,Multiple,,,,,
1999,6,Virginia,Food,,,,Private home/residence; Grocery store,16,0,,0,,,,,,,,,
1999,5,Virginia,Food,Salmonella enterica,Muenchen,Confirmed,Restaurant - other or unknown type,22,,,0,,"chicken, other",,Chicken,,,,,
1999,5,Virginia,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,177,8,,0,,"french toast, unspecified; pork, bacon; ham, unspecified",egg,Eggs,,,,,
1999,5,Virginia,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,49,0,,0,,mixed fruit,,Fruits,,,,,
1999,1,Virginia,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,25,,,,,"salad, unspecified",,Multiple,,,,,
1999,12,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,3,0,,0,,"ice cream, unspecified",egg,Eggs,,,,,
1999,12,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,School/college/university,59,,,,,,,,,,,,
1999,11,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,4,0,,0,,"ice cream, homemade",egg,Eggs,,,,,
1999,6,Utah,Food,Salmonella enterica,Enteritidis,Confirmed,Caterer (food prepared off-site from where served),256,0,,0,,"ice cream, unspecified",egg,Eggs,,,,,
1999,10,Texas,Food,,,,,10,,,,,,,,,,,,
1999,9,Texas,Food,Hepatitis A,,Confirmed,,4,,,,,,,,,,,,
1999,9,Texas,Food,Shigella sonnei,,Confirmed,,5,,,,,,,,,,,,
1999,8,Texas,Food,Shigella sonnei,,Confirmed,,46,,,,,,,,,,,,
1998,10,Texas,Food,Hepatitis A,,Confirmed,,29,,,,,strawberries,,Fruits,,,,,
1998,9,Texas,Food,Vibrio parahaemolyticus,,Suspected,,8,,,,,"oysters, raw",,Mollusks,,,,,
1998,8,Texas,Food,,,,,7,,,,,"seafood, unspecified",,Multiple,,,,,
1998,8,Texas,Food,,,,,60,,,,,,,,,,,,
1998,8,Texas,Food,,,,,8,,,,,,,,,,,,
1998,8,Texas,Food,Staphylococcus aureus,,Confirmed,,225,,,,,ham salad,,Multiple,,,,,
1998,7,Texas,Food,,,,,3,,,,,,,,,,,,
1998,7,Texas,Food,,,,,6,,,,,,,,,,,,
1998,7,Texas,Food,,,,,19,,,,,,,,,,,,
1998,7,Texas,Food,,,,,4,,,,,,,,,,,,
1998,6,Texas,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,23,,,,,"hot dog, unspecified",,Multiple,,,,,
1998,6,Texas,Food,Salmonella enterica,Typhimurium,Confirmed,,20,,,,,,,,,,,,
1998,6,Texas,Food,,,,Restaurant - other or unknown type,2,,,,,,,,,,,,
1998,6,Texas,Food,,,,,2,,,,,,,,,,,,
1998,5,Texas,Food,,,,,5,,,,,,,,,,,,
1998,5,Texas,Food,,,,School/college/university,141,,,,,,,,,,,,
1998,5,Texas,Food,Clostridium perfringens,,Confirmed,,50,,,,,"sausage, unspecified; beef, brisket",,Multiple,,,,,
1998,4,Texas,Food,Other - Bacterium,,Suspected,Restaurant - other or unknown type,18,,,,,,,,,,,,
1998,4,Texas,Food,,,,,15,,,,,"beef, brisket",,Beef,,,,,
1998,4,Texas,Food,,,,,2,,,,,,,,,,,,
1998,3,Texas,Food,Other - Virus,,Suspected,,78,,,,,,,,,,,,
1998,2,Texas,Food,,,,,2,,,,,,,,,,,,
1998,2,Texas,Food,,,,Camp,5,,,,,,,,,,,,
1998,2,Texas,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,22,,,,,"soup, chicken",,Multiple,,,,,
1998,1,Texas,Food,Staphylococcus aureus,,Suspected,,218,,,,,turkey salad,,Multiple,,,,,
1999,6,Texas,Food,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,Camp,55,,,0,,,,,,,,,
1999,10,Texas,Food,Clostridium perfringens,,Confirmed,Caterer (food prepared off-site from where served),34,,,,,"turkey, unspecified",,Turkey,,,,,
1999,11,Texas,Food,,,,School/college/university,55,,,,,"nachos, unspecified",,Multiple,,,,,
1999,9,Texas,Food,Yersinia enterocolitica,,Confirmed,,32,,,,,"pork, unspecified",,Pork,,,,,
1999,7,Texas,Food,Hepatitis A,,Confirmed,,76,,,,,,,,,,,,
1999,7,Texas,Food,,,,Camp,75,,,,,,,,,,,,
1999,7,Texas,Food,Salmonella enterica,Javiana,Confirmed,Restaurant - other or unknown type,7,7,,0,,"chicken, unspecified",chicken,Chicken,,,,,
1999,5,Texas,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,10,,,,,"bbq, unspecified",,Multiple,,,,,
1999,4,Texas,Food,Norovirus Genogroup I,,Suspected,Other,81,,,,,"chicken, unspecified",,Chicken,,,,,
1999,3,Texas,Food,Hepatitis A,,Confirmed,Restaurant - other or unknown type,57,,,,,,,,,,,,
1999,3,Texas,Food,Hepatitis A,,Confirmed,Restaurant - other or unknown type,121,,,,,,,,,,,,
1998,5,Tennessee,Food,Salmonella enterica,Baildon,Confirmed,Restaurant - other or unknown type,264,12,,0,,"salad, unspecified",,Multiple,,,,,
1999,12,Tennessee,Food,Bacillus cereus,,Suspected,Restaurant - other or unknown type,56,,,,,"steak, other",beef,Beef,,,,,
1999,11,Tennessee,Food,Norovirus Genogroup II,unknown,Confirmed,Caterer (food prepared off-site from where served),42,0,,0,,mixed fruit,,Fruits,,,,,
1999,4,Tennessee,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,School/college/university,30,2,,0,,,,,,,,,
1999,6,Tennessee,Food,Staphylococcus aureus,,Suspected,Private home/residence,7,0,,0,,,,,,,,,
1999,11,Tennessee,Food,,,,Restaurant - other or unknown type,11,0,,0,,,,,,,,,
1999,5,Tennessee,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
1999,3,Tennessee,Food,Staphylococcus aureus,,Confirmed,School/college/university,50,0,,0,,"taco, unspecified",beef,Beef,,,,,
1999,7,Tennessee,Food,,,,Restaurant - other or unknown type,21,3,,0,,"pork, unspecified",,Pork,,,,,
1999,4,Tennessee,Food,Staphylococcus aureus,,Confirmed,Religious facility,19,0,,0,,"spaghetti, unspecified",,Multiple,,,,,
1998,7,South Dakota,Food,Campylobacter jejuni,,Confirmed,Private home/residence,6,1,,0,,"other milk, unpasteurized",,Dairy,,,,,
1998,5,South Dakota,Food,,,,Restaurant - other or unknown type,10,0,,0,,"gravy, unspecified; roast beef, unspecified; hot dog, unspecified",,Multiple,,,,,
1998,12,South Carolina,Food,Staphylococcus aureus,,Confirmed,Restaurant - other or unknown type,35,,,0,,"deli meat, sliced ham; deli meat, sliced turkey",,Multiple,,,,,
1998,12,South Carolina,Food,Staphylococcus aureus,,Confirmed,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),12,1,,0,,"pork, bbq",,Multiple,,,,,
1999,5,South Carolina,Food,,,,Restaurant - other or unknown type,17,,,,,,,,,,,,
1999,4,South Carolina,Food,,,,Grocery store,15,,,,,,,,,,,,
1999,8,Rhode Island,Food,,,,Restaurant - other or unknown type,33,0,,0,,,,,,,,,
1999,5,Rhode Island,Food,,,,Restaurant - other or unknown type,56,1,,0,,mesclun mix salad,,Multiple,,,,,
1999,11,Pennsylvania,Food,,,,Restaurant - other or unknown type,12,0,,0,,,,,,,,,
1999,12,Pennsylvania,Food,,,,Private home/residence,10,,,,,"turkey, unspecified; potato salad",,Multiple,,,,,
1999,12,Pennsylvania,Food,,,,Restaurant - other or unknown type,4,1,,0,,,,,,,,,
1999,12,Pennsylvania,Food,,,,Restaurant - other or unknown type,12,,,,,,,,,,,,
1999,12,Pennsylvania,Food,,,,Caterer (food prepared off-site from where served),44,0,,0,,"water; green beans, unspecified; ice cream, unspecified",,Multiple,,,,,
1999,12,Pennsylvania,Food,,,,Restaurant - other or unknown type,10,0,,0,,"zucchini, unspecified; cake, custard-filled; vegetable dip, unspecified",,Multiple,,,,,
1999,12,Pennsylvania,Food,,,,Restaurant - other or unknown type,6,0,,0,,,,,,,,,
1999,11,Pennsylvania,Food,,,,Restaurant - other or unknown type,7,0,,0,,,,,,,,,
1999,11,Pennsylvania,Food,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,125,1,,0,,"gravy, unspecified; turkey, unspecified",sauces/ dressings,Multiple,,,,,
1999,11,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,16,4,,,,"stuffing, unspecified",,Multiple,,,,,
1999,11,Pennsylvania,Food,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,3,0,,0,,,,,,,,,
1999,11,Pennsylvania,Food,Clostridium perfringens,,Suspected,Other,32,0,,0,,"roast beef, unspecified",,Beef,,,,,
1999,10,Pennsylvania,Food,,,,Caterer (food prepared off-site from where served),34,0,,0,,,,,,,,,
1999,10,Pennsylvania,Food,,,,Religious facility,85,1,,0,,,,,,,,,
1999,9,Pennsylvania,Food,,,,Restaurant - other or unknown type,5,0,,0,,"pizza, unspecified; bread, unspecified; garlic, unspecified",,Multiple,,,,,
1999,9,Pennsylvania,Food,Salmonella enterica,Stanley,Confirmed,,6,0,,0,,,,,,,,,
1999,8,Pennsylvania,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,8,1,,0,,,,,,,,,
1999,8,Pennsylvania,Food,Norovirus Genogroup I,,Suspected,School/college/university,14,,,,,"tomato, unspecified; roast beef, unspecified; green pea salad",,Multiple,,,,,
1999,8,Pennsylvania,Food,Clostridium perfringens,,Confirmed,Caterer (food prepared off-site from where served),24,1,,0,,"liquor; roast beef, unspecified",beef,Beef,,,,,
1999,7,Pennsylvania,Food,Staphylococcus aureus,,Confirmed,,3,,,,,,,,,,,,
1999,6,Pennsylvania,Food,,,,Child day care,23,,,,,,,,,,,,
1999,6,Pennsylvania,Food,,,,Restaurant - other or unknown type,15,,,,,,,,,,,,
1999,6,Pennsylvania,Food,Staphylococcus aureus,,Suspected,Hospital,6,0,,0,,,,,,,,,
1999,6,Pennsylvania,Food,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,4,2,,0,,,,,,,,,
1999,6,Pennsylvania,Food,,,,Caterer (food prepared off-site from where served),11,0,,0,,,,,,,,,
1999,5,Pennsylvania,Food,,,,Restaurant - other or unknown type,33,,,0,,,,,,,,,
1999,5,Pennsylvania,Food,Norovirus Genogroup I,,Suspected,Other,54,,,,,,,,,,,,
1999,5,Pennsylvania,Food,Salmonella enterica,Heidelberg,Confirmed,Private home/residence,25,,,,,caesar salad,,Multiple,,,,,
1999,5,Pennsylvania,Food,,,,Restaurant - other or unknown type; Grocery store,13,,,,,,,,,,,,
1999,5,Pennsylvania,Food,Norovirus Genogroup I,,Suspected,School/college/university,21,,,,,,,,,,,,
1999,5,Pennsylvania,Food,Norovirus Genogroup I,,Suspected,Caterer (food prepared off-site from where served),10,0,,0,,,,,,,,,
1999,5,Pennsylvania,Food,,,,Caterer (food prepared off-site from where served),28,,,,,,,,,,,,
1999,4,Pennsylvania,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,43,0,,0,,fruit salad,,Multiple,,,,,
1999,4,Pennsylvania,Food,Other - Virus,,Suspected,Restaurant - other or unknown type,16,,,,,"sandwich, other specialty",,Multiple,,,,,
1999,4,Pennsylvania,Food,Clostridium perfringens,,Confirmed,Other,31,0,,0,,"hot dog, unspecified",,Multiple,,,,,
1999,3,Pennsylvania,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,9,0,,0,,,,,,,,,
1999,3,Pennsylvania,Food,Norovirus Genogroup I,,Suspected,Caterer (food prepared off-site from where served),8,0,,0,,,,,,,,,
1999,2,Pennsylvania,Food,Salmonella enterica,Hadar,Confirmed,Caterer (food prepared off-site from where served),104,5,,0,,"chicken, baked",chicken,Chicken,,,,,
1998,10,Oregon,Food,Salmonella enterica,Stanley,Confirmed,School/college/university,6,,,,,,,,,,,,
1998,9,Oregon,Food,Shigella sonnei,,Confirmed,Restaurant - other or unknown type,5,,,,,,,,,,,,
1998,7,Oregon,Food,Vibrio parahaemolyticus,,Confirmed,,2,,,,,"oysters, raw",,Mollusks,,,,,
1999,6,Oregon,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,55,0,,0,,,,,,,,,
1998,12,Oregon,Food,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,0,,0,,unspecified fish,fin fish,Fish,,,,,
1998,11,Oregon,Food,Salmonella enterica; Campylobacter jejuni,Typhimurium; ,Confirmed; Suspected,Private home/residence,22,1,,0,,"turkey, unspecified",,Turkey,,,,,
1998,12,Oregon,Food,Norovirus Genogroup I,,Suspected,"Fair, festival, other temp or mobile services; Other",9,0,,0,,"oysters, raw",,Mollusks,,,,,
1998,8,Oregon,Food,,,,School/college/university,42,0,,0,,,,,,,,,
1998,7,Oregon,Food,,,,Other,150,0,,0,,"beef, bbq",,Multiple,,,,,
1998,5,Oregon,Food,,,,Restaurant - other or unknown type,20,0,,0,,,,,,,,,
1998,4,Oregon,Food,,,,Restaurant - other or unknown type,16,0,,0,,"pork fried rice; pork, bbq",,Multiple,,,,,
1998,2,Oregon,Food,,,,Private home/residence,4,0,,0,,"oysters, fried",shellfish,Multiple,,,,,
1998,2,Oregon,Food,Norovirus Genogroup I,,Suspected,Long-term care/nursing home/assisted living facility,29,2,,0,,,,,,,,,
1998,1,Oregon,Food,Shigella boydii,,Confirmed,,2,,,,,,,,,,,,
1998,1,Oregon,Food,Salmonella enterica,Typhimurium,Confirmed,,8,0,,0,,"homemade cheese, unspecified",,Dairy,,,,,
1998,10,Oregon,Food,Shigella sonnei,,Confirmed,School/college/university,57,0,,0,,,,,,,,,
1998,5,Oregon,Food,,,,Restaurant - other or unknown type,9,0,,0,,,,,,,,,
1998,3,Oregon,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,28,1,,0,,,,,,,,,
1998,7,Oregon,Food,,,,Grocery store,36,0,,0,,"other cheese, unspecified; deli meat, sliced ham; deli meat, sliced turkey",,Multiple,,,,,
1998,7,Oregon,Food,,,,Restaurant - other or unknown type,8,1,,0,,,,,,,,,
1999,1,Oregon,Food,Norovirus Genogroup I,,Confirmed,Private home/residence,11,0,,0,,potato salad,,Multiple,,,,,
1999,12,Oregon,Food,Norovirus Genogroup I,,Confirmed,,8,0,,0,,"brie, unspecified; cocktail sauce, unspecified",,Multiple,,,,,
1999,12,Oregon,Food,Norovirus Genogroup I,,Confirmed,Other,12,0,,0,,"cake, cheese",,Multiple,,,,,
1999,12,Oregon,Food,Norovirus Genogroup I,,Confirmed,,22,0,,0,,,,,,,,,
1999,9,Oregon,Food,Clostridium perfringens,,Suspected,Private home/residence; Other,39,,,,,,,,,,,,
1999,9,Oregon,Food,,,,,11,0,,0,,,,,,,,,
