CommodityCode,CommodityDescription,MarketYear,CalendarYear,Month,AttributeDescription,UnitDescription,Value
0230000,"Dairy, Butter                 ",2011,2012,12,Total Supply,(1000 MT)           ,870.0
0230000,"Dairy, Butter                 ",2011,2012,12,Other Exports,(1000 MT)           ,65.0
0230000,"Dairy, Butter                 ",2011,2012,12,Total Exports,(1000 MT)           ,65.0
0230000,"Dairy, Butter                 ",2011,2012,12,Domestic Consumption,(1000 MT)           ,757.0
0230000,"Dairy, Butter                 ",2011,2012,12,Total Use,(1000 MT)           ,822.0
0230000,"Dairy, Butter                 ",2011,2012,12,Ending Stocks,(1000 MT)           ,48.0
0230000,"Dairy, Butter                 ",2011,2012,12,Total Distribution,(1000 MT)           ,870.0
0230000,"Dairy, Butter                 ",2012,2014,12,Other Imports,(1000 MT)           ,17.0
0230000,"Dairy, Butter                 ",2012,2014,12,Total Imports,(1000 MT)           ,17.0
0230000,"Dairy, Butter                 ",2012,2014,12,Total Supply,(1000 MT)           ,908.0
0230000,"Dairy, Butter                 ",2012,2014,12,Other Exports,(1000 MT)           ,47.0
0230000,"Dairy, Butter                 ",2012,2014,12,Total Exports,(1000 MT)           ,47.0
0230000,"Dairy, Butter                 ",2012,2014,12,Domestic Consumption,(1000 MT)           ,792.0
0230000,"Dairy, Butter                 ",2012,2014,12,Total Use,(1000 MT)           ,839.0
0230000,"Dairy, Butter                 ",2012,2014,12,Ending Stocks,(1000 MT)           ,69.0
0230000,"Dairy, Butter                 ",2012,2014,12,Total Distribution,(1000 MT)           ,908.0
0230000,"Dairy, Butter                 ",2013,2015,07,Other Imports,(1000 MT)           ,12.0
0230000,"Dairy, Butter                 ",2013,2015,07,Total Imports,(1000 MT)           ,12.0
0230000,"Dairy, Butter                 ",2013,2015,07,Total Supply,(1000 MT)           ,926.0
0230000,"Dairy, Butter                 ",2013,2015,07,Other Exports,(1000 MT)           ,93.0
0230000,"Dairy, Butter                 ",2013,2015,07,Total Exports,(1000 MT)           ,93.0
0230000,"Dairy, Butter                 ",2013,2015,07,Domestic Consumption,(1000 MT)           ,782.0
0230000,"Dairy, Butter                 ",2013,2015,07,Total Use,(1000 MT)           ,875.0
0230000,"Dairy, Butter                 ",2013,2015,07,Ending Stocks,(1000 MT)           ,51.0
0230000,"Dairy, Butter                 ",2013,2015,07,Total Distribution,(1000 MT)           ,926.0
0230000,"Dairy, Butter                 ",2014,2019,12,Other Imports,(1000 MT)           ,21.0
0230000,"Dairy, Butter                 ",2014,2019,12,Total Imports,(1000 MT)           ,21.0
0230000,"Dairy, Butter                 ",2014,2019,12,Total Supply,(1000 MT)           ,914.0
0230000,"Dairy, Butter                 ",2014,2019,12,Other Exports,(1000 MT)           ,74.0
0230000,"Dairy, Butter                 ",2014,2019,12,Total Exports,(1000 MT)           ,74.0
0230000,"Dairy, Butter                 ",2014,2019,12,Domestic Consumption,(1000 MT)           ,792.0
0230000,"Dairy, Butter                 ",2014,2019,12,Total Use,(1000 MT)           ,866.0
0230000,"Dairy, Butter                 ",2014,2019,12,Ending Stocks,(1000 MT)           ,48.0
0230000,"Dairy, Butter                 ",2014,2019,12,Total Distribution,(1000 MT)           ,914.0
0230000,"Dairy, Butter                 ",2015,2019,12,Other Imports,(1000 MT)           ,38.0
0230000,"Dairy, Butter                 ",2015,2019,12,Total Imports,(1000 MT)           ,38.0
0230000,"Dairy, Butter                 ",2015,2019,12,Total Supply,(1000 MT)           ,925.0
0230000,"Dairy, Butter                 ",2015,2019,12,Other Exports,(1000 MT)           ,23.0
0230000,"Dairy, Butter                 ",2015,2019,12,Total Exports,(1000 MT)           ,23.0
0230000,"Dairy, Butter                 ",2015,2019,12,Domestic Consumption,(1000 MT)           ,832.0
0230000,"Dairy, Butter                 ",2015,2019,12,Total Use,(1000 MT)           ,855.0
0230000,"Dairy, Butter                 ",2015,2019,12,Ending Stocks,(1000 MT)           ,70.0
0230000,"Dairy, Butter                 ",2015,2019,12,Total Distribution,(1000 MT)           ,925.0
0230000,"Dairy, Butter                 ",2016,2019,12,Other Imports,(1000 MT)           ,47.0
0230000,"Dairy, Butter                 ",2016,2019,12,Total Imports,(1000 MT)           ,47.0
0230000,"Dairy, Butter                 ",2016,2019,12,Total Supply,(1000 MT)           ,951.0
0230000,"Dairy, Butter                 ",2016,2019,12,Other Exports,(1000 MT)           ,27.0
0230000,"Dairy, Butter                 ",2016,2019,12,Total Exports,(1000 MT)           ,27.0
0230000,"Dairy, Butter                 ",2016,2019,12,Domestic Consumption,(1000 MT)           ,849.0
0230000,"Dairy, Butter                 ",2016,2019,12,Total Use,(1000 MT)           ,876.0
0230000,"Dairy, Butter                 ",2016,2019,12,Ending Stocks,(1000 MT)           ,75.0
0230000,"Dairy, Butter                 ",2016,2019,12,Total Distribution,(1000 MT)           ,951.0
0230000,"Dairy, Butter                 ",2017,2020,07,Other Imports,(1000 MT)           ,41.0
0230000,"Dairy, Butter                 ",2017,2020,07,Total Imports,(1000 MT)           ,41.0
0230000,"Dairy, Butter                 ",2017,2020,07,Total Supply,(1000 MT)           ,954.0
0230000,"Dairy, Butter                 ",2017,2020,07,Other Exports,(1000 MT)           ,29.0
0230000,"Dairy, Butter                 ",2017,2020,07,Total Exports,(1000 MT)           ,29.0
0230000,"Dairy, Butter                 ",2017,2020,07,Domestic Consumption,(1000 MT)           ,849.0
0230000,"Dairy, Butter                 ",2017,2020,07,Total Use,(1000 MT)           ,878.0
0230000,"Dairy, Butter                 ",2017,2020,07,Ending Stocks,(1000 MT)           ,76.0
0230000,"Dairy, Butter                 ",2017,2020,07,Total Distribution,(1000 MT)           ,954.0
0230000,"Dairy, Butter                 ",2018,2020,07,Other Imports,(1000 MT)           ,59.0
0230000,"Dairy, Butter                 ",2018,2020,07,Total Imports,(1000 MT)           ,59.0
0230000,"Dairy, Butter                 ",2018,2020,07,Total Supply,(1000 MT)           ,1028.0
0230000,"Dairy, Butter                 ",2018,2020,07,Other Exports,(1000 MT)           ,49.0
0230000,"Dairy, Butter                 ",2018,2020,07,Total Exports,(1000 MT)           ,49.0
0230000,"Dairy, Butter                 ",2018,2020,07,Domestic Consumption,(1000 MT)           ,898.0
0230000,"Dairy, Butter                 ",2018,2020,07,Total Use,(1000 MT)           ,947.0
0230000,"Dairy, Butter                 ",2018,2020,07,Ending Stocks,(1000 MT)           ,81.0
0230000,"Dairy, Butter                 ",2018,2020,07,Total Distribution,(1000 MT)           ,1028.0
0240000,"Dairy, Cheese                 ",2007,2010,12,Other Imports,(1000 MT)           ,161.0
0240000,"Dairy, Cheese                 ",2007,2010,12,Total Supply,(1000 MT)           ,4967.0
0240000,"Dairy, Cheese                 ",2007,2010,12,Other Exports,(1000 MT)           ,100.0
0240000,"Dairy, Cheese                 ",2007,2010,12,Total Exports,(1000 MT)           ,100.0
0240000,"Dairy, Cheese                 ",2007,2010,12,Human Dom. Consumption,(1000 MT)           ,4505.0
0240000,"Dairy, Cheese                 ",2007,2010,12,Total Dom. Consumption,(1000 MT)           ,4505.0
0240000,"Dairy, Cheese                 ",2007,2010,12,Total Use,(1000 MT)           ,4605.0
0240000,"Dairy, Cheese                 ",2007,2010,12,Ending Stocks,(1000 MT)           ,362.0
0240000,"Dairy, Cheese                 ",2007,2010,12,Total Distribution,(1000 MT)           ,4967.0
0240000,"Dairy, Cheese                 ",2008,2011,07,Beginning Stocks,(1000 MT)           ,362.0
0240000,"Dairy, Cheese                 ",2008,2011,07,Production,(1000 MT)           ,4496.0
0240000,"Dairy, Cheese                 ",2008,2011,07,Other Imports,(1000 MT)           ,137.0
0240000,"Dairy, Cheese                 ",2008,2011,07,Total Imports,(1000 MT)           ,137.0
0240000,"Dairy, Cheese                 ",2008,2011,07,Total Supply,(1000 MT)           ,4995.0
0240000,"Dairy, Cheese                 ",2008,2011,07,Other Exports,(1000 MT)           ,131.0
0240000,"Dairy, Cheese                 ",2008,2011,07,Total Exports,(1000 MT)           ,131.0
0240000,"Dairy, Cheese                 ",2008,2011,07,Human Dom. Consumption,(1000 MT)           ,4478.0
0240000,"Dairy, Cheese                 ",2008,2011,07,Total Use,(1000 MT)           ,4609.0
0240000,"Dairy, Cheese                 ",2008,2011,07,Ending Stocks,(1000 MT)           ,386.0
0240000,"Dairy, Cheese                 ",2008,2011,07,Total Distribution,(1000 MT)           ,4995.0
0240000,"Dairy, Cheese                 ",2009,2011,07,Beginning Stocks,(1000 MT)           ,386.0
0240000,"Dairy, Cheese                 ",2009,2011,07,Production,(1000 MT)           ,4570.0
0240000,"Dairy, Cheese                 ",2009,2011,07,Other Imports,(1000 MT)           ,131.0
0240000,"Dairy, Cheese                 ",2009,2011,07,Total Imports,(1000 MT)           ,131.0
0240000,"Dairy, Cheese                 ",2009,2011,07,Total Supply,(1000 MT)           ,5087.0
0240000,"Dairy, Cheese                 ",2009,2011,07,Other Exports,(1000 MT)           ,108.0
0240000,"Dairy, Cheese                 ",2009,2011,07,Total Exports,(1000 MT)           ,108.0
0240000,"Dairy, Cheese                 ",2009,2011,07,Human Dom. Consumption,(1000 MT)           ,4540.0
0240000,"Dairy, Cheese                 ",2009,2011,07,Total Use,(1000 MT)           ,4648.0
0240000,"Dairy, Cheese                 ",2009,2011,07,Ending Stocks,(1000 MT)           ,439.0
0240000,"Dairy, Cheese                 ",2009,2011,07,Total Distribution,(1000 MT)           ,5087.0
0240000,"Dairy, Cheese                 ",2010,2012,12,Beginning Stocks,(1000 MT)           ,439.0
0240000,"Dairy, Cheese                 ",2010,2012,12,Production,(1000 MT)           ,4737.0
0240000,"Dairy, Cheese                 ",2010,2012,12,Other Imports,(1000 MT)           ,110.0
0240000,"Dairy, Cheese                 ",2010,2012,12,Total Imports,(1000 MT)           ,110.0
0240000,"Dairy, Cheese                 ",2010,2012,12,Total Supply,(1000 MT)           ,5286.0
0240000,"Dairy, Cheese                 ",2010,2012,12,Other Exports,(1000 MT)           ,173.0
0240000,"Dairy, Cheese                 ",2010,2012,12,Total Exports,(1000 MT)           ,173.0
0240000,"Dairy, Cheese                 ",2010,2012,12,Human Dom. Consumption,(1000 MT)           ,4638.0
0240000,"Dairy, Cheese                 ",2010,2012,12,Total Use,(1000 MT)           ,4811.0
0240000,"Dairy, Cheese                 ",2010,2012,12,Ending Stocks,(1000 MT)           ,475.0
0240000,"Dairy, Cheese                 ",2010,2012,12,Total Distribution,(1000 MT)           ,5286.0
0240000,"Dairy, Cheese                 ",2011,2013,12,Total Supply,(1000 MT)           ,5391.0
0240000,"Dairy, Cheese                 ",2011,2013,12,Other Exports,(1000 MT)           ,225.0
0240000,"Dairy, Cheese                 ",2011,2013,12,Human Dom. Consumption,(1000 MT)           ,4716.0
0240000,"Dairy, Cheese                 ",2011,2013,12,Total Dom. Consumption,(1000 MT)           ,4716.0
0240000,"Dairy, Cheese                 ",2011,2013,12,Total Use,(1000 MT)           ,4941.0
0240000,"Dairy, Cheese                 ",2011,2013,12,Ending Stocks,(1000 MT)           ,450.0
0240000,"Dairy, Cheese                 ",2012,2014,07,Total Supply,(1000 MT)           ,5510.0
0240000,"Dairy, Cheese                 ",2012,2014,07,Other Exports,(1000 MT)           ,260.0
0240000,"Dairy, Cheese                 ",2012,2014,07,Human Dom. Consumption,(1000 MT)           ,4786.0
0240000,"Dairy, Cheese                 ",2012,2014,07,Total Dom. Consumption,(1000 MT)           ,4786.0
0240000,"Dairy, Cheese                 ",2012,2014,07,Total Use,(1000 MT)           ,5046.0
0240000,"Dairy, Cheese                 ",2012,2014,07,Ending Stocks,(1000 MT)           ,464.0
0240000,"Dairy, Cheese                 ",2013,2015,12,Total Supply,(1000 MT)           ,5613.0
0240000,"Dairy, Cheese                 ",2013,2015,12,Other Exports,(1000 MT)           ,316.0
0240000,"Dairy, Cheese                 ",2013,2015,12,Human Dom. Consumption,(1000 MT)           ,4839.0
0240000,"Dairy, Cheese                 ",2013,2015,12,Total Dom. Consumption,(1000 MT)           ,4839.0
0240000,"Dairy, Cheese                 ",2013,2015,12,Total Use,(1000 MT)           ,5155.0
0240000,"Dairy, Cheese                 ",2013,2015,12,Ending Stocks,(1000 MT)           ,458.0
0240000,"Dairy, Cheese                 ",2014,2016,07,Total Supply,(1000 MT)           ,5807.0
0240000,"Dairy, Cheese                 ",2014,2016,07,Other Exports,(1000 MT)           ,368.0
0240000,"Dairy, Cheese                 ",2014,2016,07,Human Dom. Consumption,(1000 MT)           ,4977.0
0240000,"Dairy, Cheese                 ",2014,2016,07,Total Dom. Consumption,(1000 MT)           ,4977.0
0240000,"Dairy, Cheese                 ",2014,2016,07,Total Use,(1000 MT)           ,5345.0
0240000,"Dairy, Cheese                 ",2014,2016,07,Ending Stocks,(1000 MT)           ,462.0
0240000,"Dairy, Cheese                 ",2015,2019,12,Total Supply,(1000 MT)           ,5986.0
0240000,"Dairy, Cheese                 ",2015,2019,12,Other Exports,(1000 MT)           ,317.0
0240000,"Dairy, Cheese                 ",2015,2019,12,Human Dom. Consumption,(1000 MT)           ,5149.0
0240000,"Dairy, Cheese                 ",2015,2019,12,Total Dom. Consumption,(1000 MT)           ,5149.0
0240000,"Dairy, Cheese                 ",2015,2019,12,Total Use,(1000 MT)           ,5466.0
0240000,"Dairy, Cheese                 ",2015,2019,12,Ending Stocks,(1000 MT)           ,520.0
0240000,"Dairy, Cheese                 ",2016,2019,12,Total Supply,(1000 MT)           ,6210.0
0240000,"Dairy, Cheese                 ",2016,2019,12,Other Exports,(1000 MT)           ,287.0
0240000,"Dairy, Cheese                 ",2016,2019,12,Human Dom. Consumption,(1000 MT)           ,5379.0
0240000,"Dairy, Cheese                 ",2016,2019,12,Total Dom. Consumption,(1000 MT)           ,5379.0
0240000,"Dairy, Cheese                 ",2016,2019,12,Total Use,(1000 MT)           ,5666.0
0240000,"Dairy, Cheese                 ",2016,2019,12,Ending Stocks,(1000 MT)           ,544.0
0240000,"Dairy, Cheese                 ",2017,2019,12,Total Supply,(1000 MT)           ,6415.0
0240000,"Dairy, Cheese                 ",2017,2019,12,Other Exports,(1000 MT)           ,340.0
0240000,"Dairy, Cheese                 ",2017,2019,12,Human Dom. Consumption,(1000 MT)           ,5494.0
0240000,"Dairy, Cheese                 ",2017,2019,12,Total Dom. Consumption,(1000 MT)           ,5494.0
0240000,"Dairy, Cheese                 ",2017,2019,12,Total Use,(1000 MT)           ,5834.0
0240000,"Dairy, Cheese                 ",2017,2019,12,Ending Stocks,(1000 MT)           ,581.0
0240000,"Dairy, Cheese                 ",2018,2020,07,Total Supply,(1000 MT)           ,6633.0
0240000,"Dairy, Cheese                 ",2018,2020,07,Other Exports,(1000 MT)           ,349.0
0240000,"Dairy, Cheese                 ",2018,2020,07,Human Dom. Consumption,(1000 MT)           ,5674.0
0240000,"Dairy, Cheese                 ",2018,2020,07,Total Dom. Consumption,(1000 MT)           ,5674.0
0240000,"Dairy, Cheese                 ",2018,2020,07,Total Use,(1000 MT)           ,6023.0
0240000,"Dairy, Cheese                 ",2018,2020,07,Ending Stocks,(1000 MT)           ,610.0
0224400,"Dairy, Dry Whole Milk Powder  ",2007,2012,12,Beginning Stocks,(1000 MT)           ,1.0
0224400,"Dairy, Dry Whole Milk Powder  ",2007,2012,12,Production,(1000 MT)           ,14.0
0224400,"Dairy, Dry Whole Milk Powder  ",2007,2012,12,Other Imports,(1000 MT)           ,20.0
0224400,"Dairy, Dry Whole Milk Powder  ",2007,2012,12,Total Imports,(1000 MT)           ,20.0
0224400,"Dairy, Dry Whole Milk Powder  ",2007,2012,12,Total Supply,(1000 MT)           ,35.0
0224400,"Dairy, Dry Whole Milk Powder  ",2007,2012,12,Other Exports,(1000 MT)           ,11.0
0224400,"Dairy, Dry Whole Milk Powder  ",2007,2012,12,Total Exports,(1000 MT)           ,11.0
0224400,"Dairy, Dry Whole Milk Powder  ",2007,2012,12,Human Dom. Consumption,(1000 MT)           ,22.0
0224400,"Dairy, Dry Whole Milk Powder  ",2007,2012,12,Total Use,(1000 MT)           ,33.0
0224400,"Dairy, Dry Whole Milk Powder  ",2007,2012,12,Ending Stocks,(1000 MT)           ,2.0
0224400,"Dairy, Dry Whole Milk Powder  ",2007,2012,12,Total Distribution,(1000 MT)           ,35.0
0224400,"Dairy, Dry Whole Milk Powder  ",2008,2012,12,Beginning Stocks,(1000 MT)           ,2.0
0224400,"Dairy, Dry Whole Milk Powder  ",2008,2012,12,Production,(1000 MT)           ,23.0
0224400,"Dairy, Dry Whole Milk Powder  ",2008,2012,12,Other Imports,(1000 MT)           ,16.0
0224400,"Dairy, Dry Whole Milk Powder  ",2008,2012,12,Total Imports,(1000 MT)           ,16.0
0224400,"Dairy, Dry Whole Milk Powder  ",2008,2012,12,Total Supply,(1000 MT)           ,41.0
0224400,"Dairy, Dry Whole Milk Powder  ",2008,2012,12,Other Exports,(1000 MT)           ,25.0
0224400,"Dairy, Dry Whole Milk Powder  ",2008,2012,12,Total Exports,(1000 MT)           ,25.0
0224400,"Dairy, Dry Whole Milk Powder  ",2008,2012,12,Human Dom. Consumption,(1000 MT)           ,14.0
0224400,"Dairy, Dry Whole Milk Powder  ",2008,2012,12,Total Use,(1000 MT)           ,39.0
0224400,"Dairy, Dry Whole Milk Powder  ",2008,2012,12,Ending Stocks,(1000 MT)           ,2.0
0224400,"Dairy, Dry Whole Milk Powder  ",2008,2012,12,Total Distribution,(1000 MT)           ,41.0
0224400,"Dairy, Dry Whole Milk Powder  ",2009,2012,12,Beginning Stocks,(1000 MT)           ,2.0
0224400,"Dairy, Dry Whole Milk Powder  ",2009,2012,12,Production,(1000 MT)           ,27.0
0224400,"Dairy, Dry Whole Milk Powder  ",2009,2012,12,Other Imports,(1000 MT)           ,18.0
0224400,"Dairy, Dry Whole Milk Powder  ",2009,2012,12,Total Imports,(1000 MT)           ,18.0
0224400,"Dairy, Dry Whole Milk Powder  ",2009,2012,12,Total Supply,(1000 MT)           ,47.0
0224400,"Dairy, Dry Whole Milk Powder  ",2009,2012,12,Other Exports,(1000 MT)           ,9.0
0224400,"Dairy, Dry Whole Milk Powder  ",2009,2012,12,Total Exports,(1000 MT)           ,9.0
0224400,"Dairy, Dry Whole Milk Powder  ",2009,2012,12,Human Dom. Consumption,(1000 MT)           ,35.0
0224400,"Dairy, Dry Whole Milk Powder  ",2009,2012,12,Total Use,(1000 MT)           ,44.0
0224400,"Dairy, Dry Whole Milk Powder  ",2009,2012,12,Ending Stocks,(1000 MT)           ,3.0
0224400,"Dairy, Dry Whole Milk Powder  ",2009,2012,12,Total Distribution,(1000 MT)           ,47.0
0224400,"Dairy, Dry Whole Milk Powder  ",2010,2015,07,Beginning Stocks,(1000 MT)           ,3.0
0224400,"Dairy, Dry Whole Milk Powder  ",2010,2015,07,Production,(1000 MT)           ,32.0
0224400,"Dairy, Dry Whole Milk Powder  ",2010,2015,07,Other Imports,(1000 MT)           ,7.0
0224400,"Dairy, Dry Whole Milk Powder  ",2010,2015,07,Total Imports,(1000 MT)           ,7.0
0224400,"Dairy, Dry Whole Milk Powder  ",2010,2015,07,Total Supply,(1000 MT)           ,42.0
0224400,"Dairy, Dry Whole Milk Powder  ",2010,2015,07,Other Exports,(1000 MT)           ,10.0
0224400,"Dairy, Dry Whole Milk Powder  ",2010,2015,07,Total Exports,(1000 MT)           ,10.0
0224400,"Dairy, Dry Whole Milk Powder  ",2010,2015,07,Human Dom. Consumption,(1000 MT)           ,29.0
0224400,"Dairy, Dry Whole Milk Powder  ",2010,2015,07,Total Use,(1000 MT)           ,39.0
0224400,"Dairy, Dry Whole Milk Powder  ",2010,2015,07,Ending Stocks,(1000 MT)           ,3.0
0224400,"Dairy, Dry Whole Milk Powder  ",2010,2015,07,Total Distribution,(1000 MT)           ,42.0
0224400,"Dairy, Dry Whole Milk Powder  ",2011,2015,07,Total Supply,(1000 MT)           ,41.0
0224400,"Dairy, Dry Whole Milk Powder  ",2011,2015,07,Other Exports,(1000 MT)           ,8.0
0224400,"Dairy, Dry Whole Milk Powder  ",2011,2015,07,Human Dom. Consumption,(1000 MT)           ,30.0
0224400,"Dairy, Dry Whole Milk Powder  ",2011,2015,07,Total Dom. Consumption,(1000 MT)           ,30.0
0224400,"Dairy, Dry Whole Milk Powder  ",2011,2015,07,Total Use,(1000 MT)           ,38.0
0224400,"Dairy, Dry Whole Milk Powder  ",2011,2015,07,Ending Stocks,(1000 MT)           ,3.0
0224400,"Dairy, Dry Whole Milk Powder  ",2012,2015,07,Total Supply,(1000 MT)           ,39.0
0224400,"Dairy, Dry Whole Milk Powder  ",2012,2015,07,Other Exports,(1000 MT)           ,12.0
0224400,"Dairy, Dry Whole Milk Powder  ",2012,2015,07,Human Dom. Consumption,(1000 MT)           ,24.0
0224400,"Dairy, Dry Whole Milk Powder  ",2012,2015,07,Total Dom. Consumption,(1000 MT)           ,24.0
0224400,"Dairy, Dry Whole Milk Powder  ",2012,2015,07,Total Use,(1000 MT)           ,36.0
0224400,"Dairy, Dry Whole Milk Powder  ",2012,2015,07,Ending Stocks,(1000 MT)           ,3.0
0224400,"Dairy, Dry Whole Milk Powder  ",2013,2016,07,Total Supply,(1000 MT)           ,43.0
0224400,"Dairy, Dry Whole Milk Powder  ",2013,2016,07,Other Exports,(1000 MT)           ,16.0
0224400,"Dairy, Dry Whole Milk Powder  ",2013,2016,07,Human Dom. Consumption,(1000 MT)           ,24.0
0224400,"Dairy, Dry Whole Milk Powder  ",2013,2016,07,Total Dom. Consumption,(1000 MT)           ,24.0
0224400,"Dairy, Dry Whole Milk Powder  ",2013,2016,07,Total Use,(1000 MT)           ,40.0
0224400,"Dairy, Dry Whole Milk Powder  ",2013,2016,07,Ending Stocks,(1000 MT)           ,3.0
0224400,"Dairy, Dry Whole Milk Powder  ",2014,2015,07,Total Supply,(1000 MT)           ,57.0
0224400,"Dairy, Dry Whole Milk Powder  ",2014,2015,07,Other Exports,(1000 MT)           ,18.0
0224400,"Dairy, Dry Whole Milk Powder  ",2014,2015,07,Human Dom. Consumption,(1000 MT)           ,28.0
0224400,"Dairy, Dry Whole Milk Powder  ",2014,2015,07,Total Dom. Consumption,(1000 MT)           ,28.0
0224400,"Dairy, Dry Whole Milk Powder  ",2014,2015,07,Total Use,(1000 MT)           ,46.0
0224400,"Dairy, Dry Whole Milk Powder  ",2014,2015,07,Ending Stocks,(1000 MT)           ,11.0
0224400,"Dairy, Dry Whole Milk Powder  ",2015,2017,07,Total Supply,(1000 MT)           ,69.0
0224400,"Dairy, Dry Whole Milk Powder  ",2015,2017,07,Other Exports,(1000 MT)           ,15.0
0224400,"Dairy, Dry Whole Milk Powder  ",2015,2017,07,Human Dom. Consumption,(1000 MT)           ,49.0
0224400,"Dairy, Dry Whole Milk Powder  ",2015,2017,07,Total Dom. Consumption,(1000 MT)           ,49.0
0224400,"Dairy, Dry Whole Milk Powder  ",2015,2017,07,Total Use,(1000 MT)           ,64.0
0224400,"Dairy, Dry Whole Milk Powder  ",2015,2017,07,Ending Stocks,(1000 MT)           ,5.0
0224400,"Dairy, Dry Whole Milk Powder  ",2016,2017,07,Total Supply,(1000 MT)           ,65.0
0224400,"Dairy, Dry Whole Milk Powder  ",2016,2017,07,Other Exports,(1000 MT)           ,19.0
0224400,"Dairy, Dry Whole Milk Powder  ",2016,2017,07,Human Dom. Consumption,(1000 MT)           ,40.0
0224400,"Dairy, Dry Whole Milk Powder  ",2016,2017,07,Total Dom. Consumption,(1000 MT)           ,40.0
0224400,"Dairy, Dry Whole Milk Powder  ",2016,2017,07,Total Use,(1000 MT)           ,59.0
0224400,"Dairy, Dry Whole Milk Powder  ",2016,2017,07,Ending Stocks,(1000 MT)           ,6.0
0224400,"Dairy, Dry Whole Milk Powder  ",2017,2019,12,Total Supply,(1000 MT)           ,83.0
0224400,"Dairy, Dry Whole Milk Powder  ",2017,2019,12,Other Exports,(1000 MT)           ,18.0
0224400,"Dairy, Dry Whole Milk Powder  ",2017,2019,12,Human Dom. Consumption,(1000 MT)           ,51.0
0224400,"Dairy, Dry Whole Milk Powder  ",2017,2019,12,Total Dom. Consumption,(1000 MT)           ,51.0
0224400,"Dairy, Dry Whole Milk Powder  ",2017,2019,12,Total Use,(1000 MT)           ,69.0
0224400,"Dairy, Dry Whole Milk Powder  ",2017,2019,12,Ending Stocks,(1000 MT)           ,14.0
0224400,"Dairy, Dry Whole Milk Powder  ",2018,2019,12,Total Supply,(1000 MT)           ,86.0
0224400,"Dairy, Dry Whole Milk Powder  ",2018,2019,12,Other Exports,(1000 MT)           ,28.0
0224400,"Dairy, Dry Whole Milk Powder  ",2018,2019,12,Human Dom. Consumption,(1000 MT)           ,51.0
0224400,"Dairy, Dry Whole Milk Powder  ",2018,2019,12,Total Dom. Consumption,(1000 MT)           ,51.0
0224400,"Dairy, Dry Whole Milk Powder  ",2018,2019,12,Total Use,(1000 MT)           ,79.0
0224400,"Dairy, Dry Whole Milk Powder  ",2018,2019,12,Ending Stocks,(1000 MT)           ,7.0
0223000,"Dairy, Milk, Fluid            ",2007,2018,12,Cows Milk Production,(1000 MT)           ,84211.0
0223000,"Dairy, Milk, Fluid            ",2007,2018,12,Total Production,(1000 MT)           ,84211.0
0223000,"Dairy, Milk, Fluid            ",2007,2018,12,Other Imports,(1000 MT)           ,3.0
0223000,"Dairy, Milk, Fluid            ",2007,2018,12,Total Supply,(1000 MT)           ,84213.0
0223000,"Dairy, Milk, Fluid            ",2007,2018,12,Other Exports,(1000 MT)           ,39.0
0223000,"Dairy, Milk, Fluid            ",2007,2018,12,Total Exports,(1000 MT)           ,39.0
0223000,"Dairy, Milk, Fluid            ",2007,2018,12,Fluid Use Dom. Consum.,(1000 MT)           ,25592.0
0223000,"Dairy, Milk, Fluid            ",2007,2018,12,Total Dom. Consumption,(1000 MT)           ,84174.0
0223000,"Dairy, Milk, Fluid            ",2007,2018,12,Total Distribution,(1000 MT)           ,84213.0
0223000,"Dairy, Milk, Fluid            ",2008,2018,12,Cows Milk Production,(1000 MT)           ,86173.0
0223000,"Dairy, Milk, Fluid            ",2008,2018,12,Total Production,(1000 MT)           ,86173.0
0223000,"Dairy, Milk, Fluid            ",2008,2018,12,Other Imports,(1000 MT)           ,1.0
0223000,"Dairy, Milk, Fluid            ",2008,2018,12,Total Imports,(1000 MT)           ,1.0
0223000,"Dairy, Milk, Fluid            ",2008,2018,12,Total Supply,(1000 MT)           ,86174.0
0223000,"Dairy, Milk, Fluid            ",2008,2018,12,Total Exports,(1000 MT)           ,38.0
0223000,"Dairy, Milk, Fluid            ",2008,2018,12,Fluid Use Dom. Consum.,(1000 MT)           ,25497.0
0223000,"Dairy, Milk, Fluid            ",2008,2018,12,Factory Use Consum.,(1000 MT)           ,60156.0
0223000,"Dairy, Milk, Fluid            ",2008,2018,12,Feed Use Dom. Consum.,(1000 MT)           ,483.0
0223000,"Dairy, Milk, Fluid            ",2009,2018,12,Cows Milk Production,(1000 MT)           ,85821.0
0223000,"Dairy, Milk, Fluid            ",2009,2018,12,Total Production,(1000 MT)           ,85821.0
0223000,"Dairy, Milk, Fluid            ",2009,2018,12,Other Imports,(1000 MT)           ,2.0
0223000,"Dairy, Milk, Fluid            ",2009,2018,12,Total Imports,(1000 MT)           ,1.0
0223000,"Dairy, Milk, Fluid            ",2009,2018,12,Total Supply,(1000 MT)           ,85822.0
0223000,"Dairy, Milk, Fluid            ",2009,2018,12,Total Exports,(1000 MT)           ,39.0
0223000,"Dairy, Milk, Fluid            ",2009,2018,12,Fluid Use Dom. Consum.,(1000 MT)           ,25626.0
0223000,"Dairy, Milk, Fluid            ",2009,2018,12,Factory Use Consum.,(1000 MT)           ,59698.0
0223000,"Dairy, Milk, Fluid            ",2009,2018,12,Feed Use Dom. Consum.,(1000 MT)           ,459.0
